SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12608,7.4,0,43,14,0,0
12608,7.45,43,300,81,0,0
12608,7.5,343,300,161,1,3
12608,7.55,643,300,205,12,30
12608,8,943,300,59,2,16
12608,8.05,1243,300,97,11,47
12608,8.1,1543,300,188,5,41
12608,8.15,1843,300,30,3,53
12608,8.2,2143,300,10,0,7
12608,8.25,2443,300,4,0,19
12608,8.3,2743,300,22,4,38
12608,8.35,3043,300,36,1,47
12608,8.4,3343,300,100,9,35
12608,8.45,3643,300,67,6,54
12608,8.5,3943,300,39,4,22
12608,8.55,4243,300,14,3,38
12608,9,4543,300,77,8,51
12608,9.05,4843,300,80,3,20
12608,9.1,5143,300,78,1,1
12608,9.15,5443,300,28,3,69
12608,9.2,5743,300,24,4,48
12608,9.25,6043,300,66,4,29
12608,9.3,6343,300,68,7,61
12608,9.35,6643,300,207,17,44
12608,9.4,6943,300,154,17,63
12608,9.45,7243,300,133,9,16
12608,9.5,7543,300,258,19,52
12608,9.55,7843,300,264,20,63
12608,10,8143,300,206,16,35
12608,10.05,8443,300,136,1,4
12608,10.1,8743,300,0,0,0
12608,10.15,9043,300,132,4,13
12608,10.2,9343,300,82,6,19
12608,10.25,9643,300,139,12,41
12608,10.3,9943,300,89,2,8
12608,10.35,10243,300,166,6,14
12608,10.4,10543,300,89,4,28
12608,10.45,10843,300,118,10,28
12608,10.5,11143,300,68,2,9
12608,10.55,11443,300,75,9,33
12608,11,11743,300,47,3,12
12608,11.05,12043,300,12,3,11
12608,11.1,12343,300,80,2,14
12608,11.15,12643,300,19,1,20
12608,11.2,12943,300,0,0,8
12608,11.25,13243,300,0,0,4
12608,11.3,13543,300,122,8,24
12608,11.35,13843,300,229,16,27
12608,11.4,14143,300,184,14,37
12608,11.45,14443,300,115,0,4
12608,11.5,14743,300,16,1,3
12608,11.55,15043,300,30,3,10
12608,12,15343,300,132,5,27
12608,12.05,15643,300,213,10,21
12608,12.1,15943,300,363,18,37
12608,12.15,16243,300,527,20,39
12608,12.2,16543,300,425,9,17
12608,12.25,16843,300,580,21,37
12608,12.3,17143,300,281,9,20
12608,12.35,17443,300,352,22,40
12608,12.4,17743,300,165,15,46
12608,12.45,18043,300,98,6,30
12608,12.5,18343,300,8,0,6
12608,12.55,18643,300,100,7,15
12608,13,18943,300,513,23,45
12608,13.05,19243,300,487,19,31
12608,13.1,19543,300,199,13,72
12608,13.15,19843,300,219,10,34
12608,15.45,28843,300,94,8,21
12608,15.5,29143,300,88,5,11
12608,15.55,29443,300,9,0,4
12608,16,29743,300,218,19,39
12608,16.05,30043,300,222,5,13
12608,16.1,30343,300,53,0,0
12608,16.15,30643,300,21,1,1
12608,16.2,30943,300,40,4,12
12608,16.25,31243,300,23,2,6
12608,16.3,31543,300,0,0,0
12608,16.35,31843,300,0,0,2
12608,16.4,32143,300,0,0,7
12608,16.45,32443,300,0,0,0
12608,16.5,32743,300,4,0,7
12608,16.55,33043,300,73,2,4
12608,17,33343,300,62,1,2
12608,17.05,33643,300,90,6,20
12608,17.1,33943,300,157,8,25
12608,17.15,34243,300,200,14,44
12608,17.2,34543,300,99,7,17
12608,17.25,34843,300,47,4,22
12608,17.3,35143,300,101,2,7
12608,17.35,35443,300,191,12,23
12608,17.4,35743,300,35,2,18
12608,17.45,36043,300,123,4,22
12608,17.5,36343,300,211,9,21
12608,17.55,36643,300,139,6,11
12608,18,36943,300,65,2,9
12608,18.05,37243,300,63,1,14
12608,18.1,37543,300,0,0,10
12608,18.15,37843,300,0,0,3
12608,18.2,38143,300,86,7,22
12608,18.25,38443,300,75,6,35
12608,18.3,38743,300,160,9,32
12608,18.35,39043,300,69,7,28
12608,18.4,39343,300,83,4,10
12608,18.45,39643,300,215,2,7
12608,18.5,39943,300,141,3,6
12608,18.55,40243,300,216,8,21
12608,19,40543,300,91,9,33
12608,19.05,40843,300,43,5,66
12608,19.1,41143,300,183,7,38
12608,19.15,41443,300,313,5,10
12608,19.2,41743,300,427,3,4
12608,19.25,42043,300,341,4,4
12608,19.3,42343,300,241,11,44
12608,19.35,42643,300,109,4,20
12608,19.4,42943,300,60,4,21
12608,19.45,43243,300,130,10,55
12608,19.5,43543,300,55,6,46
12608,19.55,43843,300,63,6,31
12608,20,44143,300,7,0,5
12608,20.05,44443,300,29,1,17
12608,20.1,44743,300,85,9,45
12608,20.15,45043,300,35,2,62
12608,20.2,45343,300,59,10,41
12608,20.25,45643,300,60,6,53
12608,20.3,45943,300,101,10,82
12608,20.35,46243,300,70,8,76
12608,20.4,46543,300,111,10,71
12608,20.45,46843,300,123,7,33
12608,20.5,47143,300,307,8,27
12608,20.55,47443,300,307,17,27
12608,21,47743,300,176,12,25
12608,21.05,48043,300,242,12,35
12608,21.1,48343,300,384,11,19
12608,21.15,48643,300,349,10,21
12608,21.2,48943,300,85,1,8
12608,21.25,49243,300,376,9,16
12608,21.3,49543,300,528,0,0
12608,21.35,49843,300,19,2,3
12608,21.4,50143,300,34,2,5
