SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
11003,8.05,0,266,98,1,1
11003,8.1,266,300,66,3,18
11003,8.15,566,300,118,10,27
11003,8.2,866,300,216,6,10
11003,8.25,1166,300,134,6,8
11003,8.3,1466,300,143,12,35
11003,8.35,1766,300,147,9,33
11003,8.4,2066,300,196,9,25
11003,8.45,2366,300,291,17,30
11003,8.5,2666,300,258,16,40
11003,8.55,2966,300,441,19,33
11003,9,3266,300,197,15,42
11003,9.05,3566,300,81,2,24
11003,9.1,3866,300,155,7,33
11003,9.15,4166,300,324,6,14
11003,9.2,4466,300,465,4,8
11003,9.25,4766,300,334,6,11
11003,9.3,5066,300,202,3,7
11003,9.35,5366,300,137,4,9
11003,9.4,5666,300,173,1,2
11003,9.45,5966,300,204,3,4
11003,9.5,6266,300,368,12,17
11003,9.55,6566,300,184,0,0
11003,10,6866,300,73,6,25
11003,10.05,7166,300,286,3,21
11003,10.1,7466,300,277,3,4
11003,10.15,7766,300,667,2,3
11003,10.2,8066,300,240,13,22
11003,10.25,8366,300,83,4,9
11003,10.3,8666,300,97,5,12
11003,10.35,8966,300,29,0,11
11003,10.4,9266,300,236,3,7
11003,10.45,9566,300,247,1,1
11003,10.5,9866,300,319,4,7
11003,10.55,10166,300,236,6,13
11003,11,10466,300,354,3,6
11003,11.05,10766,300,183,3,7
11003,11.1,11066,300,228,1,2
11003,11.15,11366,300,165,5,14
11003,11.2,11666,300,253,12,26
11003,11.25,11966,300,235,7,9
11003,11.3,12266,300,138,5,26
11003,11.35,12566,300,155,5,10
11003,11.4,12866,300,192,5,10
11003,11.45,13166,300,276,5,12
11003,11.5,13466,300,104,4,22
11003,11.55,13766,300,225,5,16
11003,12,14066,300,188,10,24
11003,12.05,14366,300,365,5,8
11003,12.1,14666,300,145,3,8
11003,12.15,14966,300,284,6,13
11003,12.2,15266,300,546,9,13
11003,12.25,15566,300,136,1,2
11003,13.25,19166,300,58,1,14
11003,13.3,19466,300,161,8,22
11003,13.35,19766,300,192,11,16
11003,13.4,20066,300,161,4,5
11003,13.45,20366,300,200,8,15
11003,13.5,20666,300,66,5,15
11003,13.55,20966,300,123,9,14
11003,14,21266,300,202,17,23
11003,14.05,21566,300,86,4,7
11003,14.1,21866,300,95,0,0
11003,14.15,22166,300,185,1,2
11003,14.2,22466,300,16,1,4
11003,14.25,22766,300,8,0,3
11003,14.3,23066,300,1,0,5
11003,14.35,23366,300,113,2,6
11003,14.4,23666,300,132,11,18
11003,14.45,23966,300,83,6,21
11003,14.5,24266,300,172,3,6
11003,14.55,24566,300,122,5,10
11003,15,24866,300,161,1,2
11003,15.05,25166,300,8,0,4
11003,15.1,25466,300,0,0,4
11003,15.15,25766,300,21,0,1
11003,15.2,26066,300,44,0,2
11003,15.25,26366,300,90,4,4
11003,15.3,26666,300,86,4,25
11003,15.35,26966,300,69,8,50
11003,15.4,27266,300,155,7,19
11003,15.45,27566,300,38,4,39
11003,15.5,27866,300,37,1,13
11003,15.55,28166,300,94,5,15
11003,16,28466,300,286,11,18
11003,16.05,28766,300,295,5,10
11003,16.1,29066,300,208,2,3
11003,16.15,29366,300,416,9,12
11003,16.2,29666,300,560,9,17
11003,16.25,29966,300,241,1,3
11003,16.3,30266,300,367,10,13
11003,16.35,30566,300,200,11,16
11003,16.4,30866,300,253,1,2
11003,16.45,31166,300,114,3,4
11003,16.5,31466,300,65,0,0
11003,16.55,31766,300,31,0,2
11003,17,32066,300,22,0,5
11003,17.05,32366,300,44,0,0
11003,17.1,32666,300,33,0,2
11003,17.15,32966,300,178,8,13
11003,17.2,33266,300,223,5,5
11003,17.25,33566,300,283,8,19
11003,17.3,33866,300,155,6,7
11003,17.35,34166,300,259,2,4
11003,17.4,34466,300,130,3,7
11003,17.45,34766,300,189,3,4
11003,17.5,35066,300,225,2,4
11003,17.55,35366,300,189,10,12
11003,18,35666,300,126,2,12
11003,18.05,35966,300,136,2,18
11003,18.1,36266,300,24,4,8
11003,18.15,36566,300,186,7,14
11003,18.2,36866,300,113,3,9
11003,18.25,37166,300,290,3,7
11003,18.3,37466,300,79,1,4
11003,18.35,37766,300,117,0,0
11003,18.4,38066,300,97,4,8
11003,18.45,38366,300,72,2,2
11003,18.5,38666,300,5,0,1
11003,18.55,38966,300,49,3,6
11003,19,39266,300,3,0,4
11003,19.05,39566,300,200,9,19
11003,19.1,39866,300,213,2,5
11003,19.15,40166,300,184,5,13
11003,19.2,40466,300,423,3,4
11003,19.25,40766,300,640,8,9
11003,19.3,41066,300,662,8,10
11003,19.35,41366,300,365,1,1
