SUBJECT,hour_bin,unclean_total_awc,unclean_total_ctc,unclean_total_cvc,unclean_total_hrs,clean_total_awc,clean_total_ctc,clean_total_cvc,clean_total_hrs
13304,19,1255,24,133,1,1255,24,133,1
13304,20,574,7,13,0.4166666666666667,574,7,13,0.3333333333333333
13326,6,58,0,1,0.06916666666666667,58,0,1,0.06916666666666667
13326,7,970,25,69,1,970,25,69,1
13326,8,452,13,75,1,452,13,75,1
13326,9,236,10,31,1,236,10,31,1
13326,10,521,12,100,1,521,12,100,1
13326,11,416,18,57,0.9166666666666666,309,18,56,0.5833333333333334
13326,12,400,12,41,0.8333333333333334,243,11,39,0.6666666666666666
13326,13,409,6,44,0.9166666666666666,409,6,44,0.9166666666666666
13326,14,594,10,60,1,594,10,60,1
13326,16,43,0,7,0.3333333333333333,32,0,2,0.16666666666666666
13326,17,574,9,40,1,574,9,40,1
13326,18,1558,31,86,1,1558,31,86,1
13326,19,1079,9,16,0.9166666666666666,1064,8,13,0.75
13503,6,19,1,3,0.21388888888888888,19,1,3,0.08333333333333333
13503,7,1681,88,176,0.8333333333333334,1681,88,176,0.8333333333333334
13503,8,932,41,155,0.9166666666666666,924,41,155,0.75
13503,9,734,32,78,0.75,730,32,77,0.5833333333333334
13503,10,3318,67,134,1,3318,67,134,1
13503,11,3058,67,139,1,3058,67,139,1
13503,12,1795,90,210,1,1795,90,210,1
13503,13,981,61,169,0.8333333333333334,981,61,169,0.75
13503,17,2328,67,146,1,2328,67,146,1
13503,18,2564,122,203,1,2564,122,203,1
13503,19,1820,43,61,0.75,1820,43,60,0.5833333333333334
13503,20,641,0,0,0.25,641,0,0,0.16666666666666666
13604,7,141,1,4,0.08833333333333333,141,1,4,0.08333333333333333
13604,8,817,27,128,1,817,27,128,1
13604,9,740,21,118,1,740,21,118,1
13604,10,492,6,46,1,492,6,46,1
13604,11,541,5,32,1,190,5,28,0.4166666666666667
13604,12,625,27,160,1,619,27,160,0.9166666666666666
13604,13,481,29,272,1,481,29,272,0.9166666666666666
13604,14,71,11,94,0.4166666666666667,71,11,93,0.25
13604,15,459,27,145,0.9166666666666666,459,27,145,0.8333333333333334
13604,17,578,25,91,0.5833333333333334,560,25,89,0.4166666666666667
13604,18,1036,23,193,1,1036,23,193,1
13604,19,120,5,108,0.4166666666666667,120,5,108,0.3333333333333333
13628,9,439,18,74,0.9180555555555555,439,18,74,0.9166666666666666
13628,10,1214,19,65,1,1214,19,65,1
13628,11,428,13,51,0.4166666666666667,428,13,51,0.3333333333333333
13628,14,1073,23,45,0.75,1061,23,41,0.3333333333333333
13628,15,1304,12,66,1,1304,12,66,1
13628,16,1349,15,46,0.8333333333333334,1305,14,33,0.5833333333333334
13628,17,289,3,19,0.5833333333333334,179,3,13,0.08333333333333333
13628,18,1208,27,84,1,1208,27,84,1
13628,19,4155,39,79,1,4155,39,79,1
13628,20,482,14,19,0.25,482,14,19,0.16666666666666666
13648,7,391,14,37,0.23083333333333333,391,14,37,0.23083333333333333
13648,8,1702,64,149,1,1702,64,149,1
13648,9,1287,89,286,1,1287,89,286,1
13648,10,1612,61,207,1,1612,61,207,1
13648,11,1860,81,185,0.8333333333333334,1809,80,184,0.6666666666666666
13648,14,771,39,177,0.8333333333333334,771,39,177,0.75
13648,15,1273,54,210,1,1273,54,210,1
13648,16,674,37,199,1,674,37,199,1
13648,17,1371,55,236,1,1371,55,236,1
13648,18,1706,68,247,1,1706,68,247,1
13648,19,4579,134,218,1,4579,134,218,1
13648,20,59,2,4,0.25,59,2,4,0.25
13648,21,0,0,1,0.16666666666666666,0,0,1,0.16666666666666666
13648,22,0,0,2,0.16666666666666666,0,0,2,0.16666666666666666
13648,23,0,0,0,0.1025,0,0,0,0.1025
911343,8,485,32,151,0.8675,485,32,151,0.8675
911343,9,467,42,210,1,467,42,210,1
911343,10,437,57,385,1,437,57,385,1
911343,11,878,54,356,1,878,54,356,1
911343,12,1229,53,297,1,1229,53,297,1
911343,13,46,1,11,0.25,46,1,11,0.25
911343,14,615,17,47,0.6666666666666666,615,17,47,0.6666666666666666
911343,15,572,21,116,0.9166666666666666,572,21,116,0.9166666666666666
911343,16,1343,67,244,1,1343,67,244,1
911343,17,654,56,237,1,654,56,237,1
911343,18,2812,41,151,1,2812,41,151,1
911343,19,358,3,8,0.5833333333333334,330,3,7,0.3333333333333333
911401,7,32,1,7,0.01972222222222222,32,1,7,0.01972222222222222
911401,8,317,13,253,1.743611111111111,277,9,62,0.9166666666666666
911401,9,1352,43,268,2,1221,36,115,1
911401,10,2544,52,200,1.3047222222222221,2411,45,127,1
911401,11,1306,15,46,1,1306,15,46,1
911401,12,51,0,2,0.3333333333333333,51,0,2,0.25
911401,13,1042,26,69,1,1042,26,67,0.9166666666666666
911401,14,299,10,46,0.24694444444444444,299,10,46,0.24694444444444444
911429,8,467,1,3,0.2825,467,1,3,0.2825
911429,9,1883,55,276,1,1883,55,276,1
911429,10,1997,65,270,1,1997,65,270,1
911429,11,289,8,68,1,289,8,68,1
911429,12,753,0,3,1,753,0,3,1
911429,13,1974,56,196,1,1888,54,191,0.75
911429,14,1556,82,308,1,1556,82,308,1
911429,15,237,11,48,0.4166666666666667,237,11,48,0.25
911429,16,876,57,246,1,525,43,194,0.5833333333333334
911429,17,2065,71,225,1,2065,71,225,1
911429,18,1619,33,120,1,1619,33,120,1
911429,19,2190,66,226,1,2190,66,226,1
911429,20,271,3,9,0.11916666666666667,271,3,9,0.11916666666666667
13151,8,1704,49,78,0.5269444444444444,1704,49,78,0.5269444444444444
13151,9,1886,73,140,1,1886,73,140,1
13151,10,1733,108,286,1,1733,108,286,1
13151,11,301,21,100,0.4166666666666667,225,18,97,0.25
13151,15,2710,68,107,1,2710,68,107,1
13151,16,1322,49,122,1,1322,49,122,1
13151,17,292,19,62,0.5833333333333334,292,19,62,0.5833333333333334
13151,18,1009,23,29,0.6666666666666666,1009,23,29,0.6666666666666666
13151,19,1522,40,99,1,1522,40,99,1
13151,20,6571,100,135,1,6571,100,135,1
13151,21,2439,55,83,1,2439,55,83,1
13151,22,118,1,1,0.25,118,1,1,0.16666666666666666
