SUBJECT,unclean_total_hrs,clean_total_hrs,unclean_mean_awc,unclean_sd_awc,unclean_mean_ctc,unclean_sd_ctc,unclean_mean_cvc,unclean_sd_cvc,clean_mean_awc,clean_sd_awc,clean_mean_ctc,clean_sd_ctc,clean_mean_cvc,clean_sd_cvc
11003,11.07388888888889,10.657222222222222,2154.79857522701,785.4286033173804,56.16816334721316,20.94075336551079,137.07921537149448,57.03985847234769,2235.3854975759787,789.9583562096515,58.27034353333681,20.963713238051906,142.0632852004379,57.250380440710266
11009,11.273055555555555,9.273055555555555,2557.0706946258288,1095.8127530484346,90.74735726782151,35.64263508633215,272.7743143680852,108.73332468675781,3044.411826378696,1069.9497292288656,107.08444417817454,35.73406045949826,294.29350268100535,111.11965138118876
11011,9.836944444444445,9.583333333333334,1301.4203823454664,763.722831684613,39.138169598734926,24.269322199023193,175.66430406912716,94.34347306036018,1334.295652173913,765.4171886803123,40.17391304347826,24.269322199023193,180.10434782608695,94.33711310555836
11014,8.358888888888888,7.858888888888889,1695.6799149275557,827.6330543950457,72.13877442509637,43.27081737572837,177.05702512295628,101.45576734357061,1788.0390216315566,818.6066654549502,76.72840378905697,43.27081737572837,188.19454262689098,101.568069427713
11035,11.84388888888889,11.59388888888889,2408.499460575074,960.812623478635,69.4873117876073,37.71026521471445,191.49115812186312,91.84099972653406,2460.2616320858688,960.9240211166408,70.98567252863099,37.71026521471445,188.80636350567826,87.72926009560936
11036,9.5,9.25,1921.6842105263158,1133.8409300009657,101.57894736842105,43.37992832887327,350.94736842105266,155.67623745803633,1973.4054054054054,1134.1038192014312,104.32432432432432,43.37992832887327,360.2162162162162,156.02913480850592
11037,11.258888888888889,10.916666666666666,2352.9852955689335,1061.5867483359164,42.01125037007797,26.2625150541546,125.05674528767395,71.95242535975778,2422.992366412214,1061.8470293014732,43.328244274809165,26.2625150541546,128.24427480916032,71.14943727284442
11070,11.559166666666666,11.1425,2193.0646672914713,1220.5285057438573,49.398024655756615,30.771906934901782,140.66757984283757,100.79555342247787,2273.5472290778553,1221.2593489656067,51.24523221898138,30.771906934901782,145.29952883105227,101.10358993347316
11136,8.974722222222223,8.558055555555555,2004.7417128354327,1176.6324314703718,124.46067659166177,82.81464333990186,290.03683184252066,183.2863920621264,2098.958096660067,1179.1233614491537,130.5203025090071,82.81464333990186,304.15787594534066,183.2863920621264
11141,9.865277777777777,9.531944444444445,1184.7613684358723,355.2355172660424,58.082500351963965,15.234530156552552,260.3069125721526,126.56173484617192,1225.6680751857787,355.3858338610178,60.113652921462915,15.234530156552552,269.30496867259217,126.69354579241417
11200,7.803611111111111,6.3036111111111115,378.6708432705656,183.10849849808233,25.757306090485176,18.681244307831555,227.4587975652298,147.0156832147887,434.3542061428634,184.16647058813092,28.396421804080553,15.49516053482506,259.37513770766316,134.4017609011628
11327,10.850277777777778,10.18361111111111,1377.4762550881953,651.0996991105266,54.28432451806149,27.45064441480161,141.65535956580732,70.46141217759268,1464.3135757344319,652.6434824247578,57.83802951365211,27.45064441480161,150.14320394970133,70.9076971502496
11417,12.565555555555555,11.148888888888889,1910.1423644884605,1444.3304924526697,81.01512070032717,38.33541959603932,258.80272349456186,138.1712586006826,2146.4022324098064,1448.2326857545759,91.1301574646203,38.41817335527607,288.6386286625473,140.93416746992037
11611,9.988055555555556,9.738055555555555,1324.682259365353,845.4959276284917,54.0645771337987,37.3321698952915,198.43702199849818,106.92129645848686,1357.355164446473,845.5600833444389,55.45254870639245,37.3321698952915,203.53139173346267,106.92129645848686
11655,9.389444444444445,9.139444444444445,1676.1375066564108,933.8340810385381,35.46535707946275,20.605052337186184,115.1292822909887,70.06290463619537,1721.986505379612,933.8340810385381,36.4354750471096,20.605052337186184,118.2785241018783,70.06290463619537
11743,9.120555555555555,8.537222222222223,1673.3629774014742,425.0243914569296,62.167265639276366,23.832983680418845,149.44265091064142,56.21199950979229,1597.826511355502,509.32143310705294,66.29791110821891,24.02406201198198,159.53666948656212,56.37138754131686
12095,7.887777777777778,6.801388888888889,1002.3101845330328,618.0669147520446,26.369911255106352,13.838753958037953,94.19636568530778,50.29479761035595,1124.9172963038595,632.1600447847223,29.99387380028589,14.00952057233461,107.77210537063509,51.31612265598839
12297,12.43,10.344166666666666,1101.206757843926,384.05369883617004,43.362831858407084,21.02623513857305,169.99195494770717,86.27631519775612,1235.865624748248,425.6860224902736,51.526625312172726,20.780599927175665,200.69282204140822,88.23112131912849
12316,10.381666666666666,9.798333333333334,1964.5207898539093,858.6432700205104,120.9825012040456,60.48190312862688,293.20918285439075,142.91786155521342,2078.1085218574585,862.3865230576804,128.08300731416907,60.620216149900074,310.15478822929066,143.45485510970153
12390,12.10361111111111,11.333333333333334,1964.0419525853167,1251.5172330477053,44.697404355908475,27.241391421757562,118.22917861978749,57.55155357313405,2077.3235294117644,1250.0951106672987,47.470588235294116,27.536589045554212,125.29411764705881,58.260310128454826
12398,11.54861111111111,11.131944444444445,1593.6981358989779,1066.898476413927,75.50691521346964,35.153144805886,311.7257967528563,125.03630242084466,1653.3499688084842,1066.898476413927,78.33312538989395,35.153144805886,322.5851528384279,125.41408337061794
12409,11.1,10.1,1278.3783783783783,530.2591990544041,48.28828828828829,19.288872596930233,186.84684684684686,120.32216854106413,1378.6138613861388,515.8203234272629,53.069306930693074,19.288872596930233,204.35643564356437,120.39027444863719
12417,9.7075,8.9575,1285.5009013649242,311.7403931595531,24.723152201905744,14.7228949722409,97.96549060005151,68.16944130086975,1361.7638850125593,340.6797483107719,26.681551772257887,14.853221260662005,105.49818587775607,68.49299897866138
12520,9.171944444444444,8.921944444444444,2306.4902026106183,953.8443078597071,57.02171477028378,28.95984681024275,123.9649898543263,54.98231120510073,2371.1198978797597,953.8443078597071,58.619508702014386,28.95984681024275,127.43858775179801,54.98231120510073
12547,10.820555555555556,10.320555555555556,2173.548287723982,1126.1796609723863,78.09210864096113,40.77757479375896,201.74564871386764,85.93703650012748,2260.052753404748,1118.7851467307987,81.68164935134844,40.70766065943407,209.67863487107712,88.16341576179929
12608,12.428611111111111,11.511944444444444,1490.2711038598216,795.9132152149795,72.09172384507073,35.18741033599725,281.20599870370785,164.05046462919557,1597.992423328427,792.7677902329087,77.65847067055957,35.17835248439704,303.07651473107643,164.25738647314773
12612,10.312222222222221,9.895555555555555,1014.136407714686,687.6101564642041,79.80821032216356,47.479102261049036,386.24070682038575,165.76953242012803,1051.2800359308333,686.9273427680865,82.86548394340895,47.72522362123586,401.695486189086,166.82823229570315
12683,13.780833333333334,12.25,1756.7878091552277,908.465425083106,69.95222833645764,36.2599083338741,228.43321037673095,107.99065215277179,1887.0204081632653,990.2393265314824,77.87755102040816,36.9339178224337,255.51020408163265,109.58862471382085
12717,6.695555555555556,6.112222222222222,1426.3192831065383,571.5099674171421,48.39030866246266,20.921622444597496,220.74344507135743,107.19774784414616,1493.892019632794,558.2712954162289,52.026904199236505,20.762259717367677,238.70205417196874,109.17867073223205
12737,7.414722222222222,6.580277777777778,1033.6193009403214,327.0482707928165,50.57505713108306,18.09054607088623,259.61862660622637,124.46334801860345,1155.726286462071,331.5228660504215,56.988475663810206,18.09054607088623,285.854193929672,132.00480240181741
12828,11.627222222222223,11.196388888888889,1624.2056476659181,758.7143055431981,98.38979406565053,51.39066063011839,365.7795403507095,155.28943200458843,1686.0793410573847,759.5310884743128,102.17580072940184,51.39066063011839,379.58667229017294,155.64567749564046
12830,10.706111111111111,9.916666666666666,1600.861397955477,950.5694106931143,60.432774635462614,39.60132764839017,157.66696071817756,99.93391755949467,1714.18487394958,936.9952418947139,64.84033613445378,39.276313318319325,167.69747899159665,101.76662994172978
12840,9.639722222222222,9.139722222222222,603.959311875054,283.6565892167157,33.507189580151575,16.50596769950098,159.44442843558195,71.06777601612976,634.0455277634259,287.51172571608697,35.34024253107619,16.50596769950098,167.40114883141356,72.04228556265348
12878,11.31638888888889,10.733055555555556,1818.3362380028964,825.8911578080096,72.37291047890227,25.481276548584738,263.6883575934608,82.7398258874092,1904.397111726494,819.5573454153422,76.21315251429903,25.451677327592357,277.3674266932374,83.3846054391482
12959,9.9625,9.376111111111111,2101.279799247177,1268.0256306557844,92.74780426599749,44.741682822823975,260.3764115432873,95.62505694195175,2227.4693369674706,1272.6611673849789,98.54832019908751,44.741682822823975,270.58126444273273,97.82308551975888
12971,10.094166666666666,9.594166666666666,958.2762321472799,835.0251819828277,27.639725914306943,24.763976769786904,91.73615124246678,51.07409946698655,998.0022583166855,839.088954001465,28.559020237991838,24.83728868236042,94.64084078867367,51.30178093665684
13044,9.52138888888889,8.52138888888889,976.6432301543308,576.3598307875511,47.47206581672842,29.077326374529505,223.916912215188,119.04353672654234,1077.289174299964,588.3215725496327,52.10418228640349,29.867282190627012,242.33138833653877,123.49987118138294
13061,11.466111111111111,11.049444444444445,2968.7484858762537,1257.3350846737376,81.98071611996706,43.7873649964614,160.82174523959495,72.45604728301696,3057.8912966966664,1294.9825785653948,84.61963899643018,44.35078831590735,165.80019106038512,73.57412259178845
13069,10.841388888888888,10.25,1337.3747726049862,925.1532651958615,44.73596556406775,22.925184897053775,167.78293064131802,90.34144631937725,1406.2439024390244,929.8692698300977,47.21951219512195,22.97155431598628,174.2439024390244,92.39276528453446
13079,9.937777777777777,9.687777777777777,1746.2656529516996,914.6831377172329,93.88416815742399,56.14935440412472,283.7656529516995,164.66605324385804,1783.794013074894,921.2663673970573,95.58435600412892,56.52165045092871,289.43686202546166,165.41811120657712
13081,10.644722222222223,10.061388888888889,1674.3508781086089,693.051503399016,73.2757495889982,37.552387649546574,246.88291015370163,150.66157138072433,1769.8351784876177,691.9079626567964,77.52408823610612,37.552387649546574,260.99776372822396,150.65785037225203
13128,8.239722222222222,7.847222222222222,2234.7840744361665,1158.156811489705,87.38158648821765,54.159696521239184,279.1356235040286,156.41256634008315,2341.338053097345,1153.3380329208858,91.75221238938053,54.159696521239184,293.0973451327434,156.41256634008315
13131,10.440555555555555,10.023888888888889,422.39131591550046,245.66214789643703,16.186878092906934,11.766670958879809,113.59548768158358,57.41222549565237,436.95616028376656,248.24416133388442,16.75996231225406,11.816013787152663,118.018067948789,57.599242419260406
13142,11.5725,10.655833333333334,1632.8364657593434,658.7588855042255,72.75869518254483,36.31609800569128,267.5307841866494,124.78037115524631,1763.2595604911237,668.2508741253024,78.7362164698522,36.5458966794162,286.50973645108314,129.13871492433123
13191,12.631666666666666,12.048333333333334,1565.351629502573,719.1397837496049,46.15384615384615,36.742086935569574,149.14896424330388,118.51268768725626,1632.2589569788352,732.4202020568196,48.30543643657491,36.8165335529724,156.2041776179278,118.66270726406884
13293,9.280833333333334,9.030833333333334,2395.4745443117536,1576.710909110827,100.52976564604471,70.04258444948785,247.068330789261,115.99772725046266,2405.8687828734887,1631.663740982303,103.31272492387191,70.04258444948785,253.90790809264556,115.99772725046266
13304,9.296111111111111,8.212777777777777,1319.6916273232534,693.1716740440061,32.48670292236897,24.135350660704134,111.87473854060838,71.6751932912171,1450.9098288574714,726.3137313610671,36.28492186971521,24.199298762692703,117.49983088682947,71.80967057352922
13326,10.985833333333334,10.1525,665.402412197527,422.42738717547354,14.10907987559736,8.741296037216472,57.07350375483577,30.10302821465488,691.4553065747353,432.96574152389167,15.070179758680128,8.776425298812782,60.674710662398425,30.985314966766815
13503,9.547222222222222,8.75,2081.338376491126,1026.4952250106655,71.12016293279022,35.7401183630673,154.39045679371546,71.4916820760332,2269.6,1027.3373756139379,77.6,35.7401183630673,168.22857142857143,71.62824904048723
13604,9.421666666666667,8.166666666666666,647.5499734654165,290.3529070046667,21.97063506102954,10.703652732510609,147.6384220767734,73.15172070720034,701.1428571428572,303.37760249723397,25.346938775510207,10.703652732510609,169.46938775510205,73.66673522552685
13628,7.751388888888889,6.416666666666667,1540.4981186167354,1120.596711082488,23.608672280953233,9.764447984624859,70.69700770471242,23.064161713696762,1835.064935064935,1130.4598130357792,28.363636363636363,9.807026959164423,81.81818181818181,25.149552679918582
13648,10.583333333333334,10.333333333333334,1633.2283464566929,1173.400471564021,65.95275590551181,39.12410047649962,203.90551181102362,103.94220005551621,1667.8064516129032,1171.2754627003033,67.45161290322581,39.06197761555469,208.74193548387095,103.91425036332326
911343,10.284166666666668,10.034166666666666,962.2558949841989,722.3134969518345,43.17316262863625,22.115399817568505,215.18515517381087,126.60350299141399,983.4399136284362,724.0012975042785,44.24881654347646,22.115399817568505,220.44680674362596,126.73044646258475
911401,7.648333333333333,5.35,907.7794726519938,866.775541467175,20.919590324689473,18.988718455215153,116.4959686206145,110.6112077762208,1240.9345794392525,824.2205733730677,26.542056074766357,16.40339686075505,88.22429906542057,44.91897467345271
911429,10.818333333333333,9.985,1495.3319981512864,772.8837276138348,46.95732552765367,30.535393503445416,184.6864889847481,115.08068518463081,1576.3645468202305,786.1939067268069,49.27391086629945,29.9995726465288,194.39158738107162,112.31606045395928
13151,9.44361111111111,9.19361111111111,2288.001882519046,1713.6244660385953,64.17036797364474,32.71502295999083,131.51748683707387,70.62513073197876,2341.952442819591,1719.7998892577325,65.58902619572771,32.971406344947376,134.7675015862465,70.64395361117738
