SUBJECT,uncleaned_lena_dur,cleaned_lena_dur,awc_perhr_cleaned,ctc_perhr_cleaned,cvc_perhr_cleaned
11003,15.898888888888889,9.148888888888889,1963.6264270099587,85.14695166383288,252.16176827787223
11009,13.340555555555556,9.736944444444445,1621.2478247225629,76.41000770262174,290.2347873220552
11011,14.111944444444445,8,1074.25,36.875,134.875
11014,15.485555555555555,7.652222222222222,1687.483664875853,73.8347611441847,211.04980397851025
11035,10.845,9.345,2115.569823434992,93.09791332263242,272.01712145532366
11036,16,8.307777777777778,2203.8384378761534,143.72074361374882,521.0779724488431
11037,16,9.89638888888889,2142.902854576585,50.624526342380776,151.57043815084063
11070,14.010833333333334,11.9275,3232.529867952211,102.70383567386293,235.0031439949696
11136,16,10.607222222222223,1785.3873147226732,128.4030796627036,365.03430576651124
11141,11.609722222222222,9.776388888888889,1625.7536581900838,71.80565421224605,301.8496945588862
11200,14.559444444444445,7.559444444444445,810.773866392298,61.11560226354082,365.8999044609392
11327,10.13111111111111,7.881111111111111,924.6158184125194,40.34964049062456,168.5041590300296
11417,16,12.643611111111111,1328.4179537315729,38.51747698662038,135.64162840257487
11611,12.497222222222222,8.788055555555555,1507.9558744508013,62.24357556026172,224.73685874134716
11655,16,10.623888888888889,1348.9410657323642,57.982534121215295,249.4378497097736
11743,10.6775,8.1775,2616.692143075512,100.0305716906145,224.64078263527972
12095,15.998888888888889,9,845.8888888888889,44.666666666666664,184
12297,14.869444444444444,12.443888888888889,1757.971338006161,79.39640162507254,351.337113263985
12316,16,9.400833333333333,2421.5938303341904,156.68823685843455,449.64098927400056
12390,16,12.376111111111111,1954.7335817210576,58.338196346007095,221.07105983750057
12398,16,12.198611111111111,2174.1819423887055,60.41671410679722,252.15985426391893
12409,16,10.654444444444444,2083.1682135780584,88.69538012305767,251.44436333298572
12417,15.999166666666667,8.916666666666666,1347.7009345794393,53.38317757009346,246.72897196261684
12520,16,8.816666666666666,2695.2362948960304,66.57844990548205,120.11342155009451
12547,16,8.326666666666666,1904.0032025620496,79.38350680544436,224.5796637309848
12608,16,13.284444444444444,1880.0936768149884,125.33456005352961,413.6416861826698
12612,11.6875,9.270833333333334,1763.7033707865166,117.68089887640448,349.26741573033706
12683,16,11.522777777777778,1555.7880526493418,58.23248637963454,250.0265175256738
12717,11.464444444444444,9.547777777777778,1212.428721052019,73.42022576515768,360.5027347841266
12737,16,6.026666666666666,1632.0796460176991,75,208.73893805309734
12828,12.153611111111111,10.070277777777777,2781.4525694425292,116.87860315008413,279.73409097178165
12830,16,8,1557.125,56.875,135.375
12840,15.995833333333334,9.946944444444444,994.4762489876847,49.46242564718367,200.46357061074033
12878,16,9.010833333333334,1518.505502635716,62.48034772958475,286.87690742624613
12959,10.415555555555555,6.498888888888889,1564.421268592922,56.00957428620277,243.58009916224995
12971,16,6.598888888888889,1225.054723017343,71.2241118033339,237.00959757534937
13044,16,9.405555555555555,1829.8759598346132,73.5735380980508,221.6774955699941
13061,16,11.485,4284.6321288637355,106.7479320853287,184.9368741837179
13069,12.751944444444444,10.418611111111112,1021.9212413682778,47.70309542218786,211.6404937744954
13079,16,12.615555555555556,2285.670248370618,62.30403382067993,200.3875286242734
13081,16,9.171666666666667,1455.1335635108123,64.43757950208976,182.62765764128656
13128,13.839722222222223,10.444444444444445,1957.2127659574467,94.97872340425532,386.7127659574468
13131,16,10.297777777777778,1258.5239533880017,47.777298230470436,180.81570996978851
13142,16,9.850277777777778,1724.7229350554128,67.5107864978427,223.85155522968893
13151,16,11.180277777777778,2339.0295411066113,76.92116574324828,178.8864319610425
13191,16,10.78,1654.8237476808906,35.15769944341373,103.24675324675326
13293,16,8.0025,1776.69478288035,88.84723523898782,258.5442049359575
13304,16,7.552777777777778,1989.069510849577,53.622655388010294,175.56454578889296
13326,16,10.653888888888888,966.8769880586119,38.10815038848621,133.84783855660427
13503,16,9.269444444444444,1647.0242732993709,84.25531914893618,224.06952352412347
13604,16,11.124722222222223,578.2616295038578,23.820819496117256,166.0266173936927
13628,16,9.024722222222222,1573.7880513404539,51.96835852134569,152.35926005725017
13648,16,11.028611111111111,1982.026547112309,84.23544820290658,226.68312218220285
911343,16,12.075833333333334,776.6751776965012,25.4226761438134,94.7346628942102
911401,8.185555555555556,4.935555555555555,1146.5781179648807,39.5092300765421,174.0432237730752
911429,16,11.291666666666666,1922.5682656826568,66.95202952029521,217.50553505535058
