SUBJECT,uncleaned_lena_dur,cleaned_lena_dur,awc_perhr_cleaned,ctc_perhr_cleaned,cvc_perhr_cleaned
11003,15.907222222222222,10.657222222222222,2235.3854975759787,58.27034353333681,142.0632852004379
11009,13.825,9.273055555555555,3044.411826378696,107.08444417817454,294.29350268100535
11011,14.586944444444445,9.666666666666666,1322.793103448276,39.827586206896555,178.55172413793105
11014,15.025555555555556,8.108888888888888,1732.9131268840779,74.36283913400932,182.3924362839134
11035,13.34388888888889,11.59388888888889,2460.2616320858688,70.98567252863099,188.80636350567826
11036,15.997222222222222,9.25,1973.4054054054054,104.32432432432432,360.2162162162162
11037,12.926111111111112,11.166666666666666,2368.7462686567164,42.35820895522388,125.55223880597016
11070,13.809166666666666,11.1425,2273.5472290778553,51.24523221898138,145.29952883105227
11136,15.997222222222222,8.891388888888889,2020.2692992595832,125.62716735918023,292.7551626105158
11141,11.531944444444445,9.615277777777777,1215.0455005055612,59.59266214069046,266.9709663440705
11200,13.220277777777778,6.3869444444444445,428.686991693124,28.025920932457705,256.3040925499065
11327,12.83,10.43361111111111,1429.227123878491,56.452171134953815,146.54561912622137
11417,15.998888888888889,11.148888888888889,2146.4022324098064,91.1301574646203,288.6386286625473
11611,13.381666666666666,9.821388888888889,1345.838165002687,54.98204033147609,201.80445173515852
11655,15.9975,10.639444444444445,1479.2125737559395,31.29862670356639,102.07299879901832
11743,10.120555555555555,8.537222222222223,1597.826511355502,66.29791110821891,159.53666948656212
12095,13.637777777777778,6.884722222222222,1113.770425660682,29.921323381077265,107.48436554367561
12297,13.918611111111112,10.4275,1225.9889714696715,51.114840565811555,199.0889474946056
12316,16,9.881666666666666,2060.583572271884,127.00286726260754,307.53921403272057
12390,16,11.333333333333334,2077.3235294117644,47.470588235294116,125.29411764705881
12398,15.99638888888889,11.131944444444445,1653.3499688084842,78.33312538989395,322.5851528384279
12409,15.933333333333334,10.1,1378.6138613861388,53.069306930693074,204.35643564356437
12417,15.998888888888889,9.124166666666667,1336.889213626815,26.19417298383414,103.6807014339209
12520,16,8.921944444444444,2371.1198978797597,58.619508702014386,127.43858775179801
12547,16,10.320555555555556,2260.052753404748,81.68164935134844,209.67863487107712
12608,16,11.595277777777778,1586.5079174951488,77.10035215485232,300.898354215078
12612,12.22888888888889,9.97888888888889,1042.5008350963144,82.17347734105333,398.34094198864267
12683,16,12.333333333333334,1874.2702702702702,77.35135135135135,253.78378378378378
12717,10.195555555555556,6.112222222222222,1493.892019632794,52.026904199236505,238.70205417196874
12737,16,6.830277777777778,1113.4247021025662,54.90259872300622,275.3914351945992
12828,12.543888888888889,11.446388888888889,1649.2537675637634,99.94418424054166,371.2961390055088
12830,16,9.916666666666666,1714.18487394958,64.84033613445378,167.69747899159665
12840,16,9.139722222222222,634.0455277634259,35.34024253107619,167.40114883141356
12878,16,10.733055555555556,1904.397111726494,76.21315251429903,277.3674266932374
12959,11.7125,9.459444444444445,2207.8463616608915,97.68015504786514,268.19756856756914
12971,16,9.6775,992.1983983466804,28.313097390855077,93.82588478429346
13044,16,8.52138888888889,1077.289174299964,52.10418228640349,242.33138833653877
13061,16,11.049444444444445,3057.8912966966664,84.61963899643018,165.80019106038512
13069,13.780555555555555,10.916666666666666,1320.3664122137404,44.335877862595424,163.6030534351145
13079,16,9.854444444444445,1753.6249859059644,93.96775284699515,284.54166196865486
13081,16,10.061388888888889,1769.8351784876177,77.52408823610612,260.99776372822396
13128,9.031944444444445,8.097222222222221,2269.0497427101204,88.91938250428818,284.0480274442539
13131,16,10.023888888888889,436.95616028376656,16.75996231225406,118.018067948789
13142,16,10.655833333333334,1763.2595604911237,78.7362164698522,286.50973645108314
13191,16,13.048333333333334,1507.165666113169,44.60339762421765,144.2329799463533
13293,15.999722222222223,9.030833333333334,2405.8687828734887,103.31272492387191,253.90790809264556
13304,16,8.212777777777777,1450.9098288574714,36.28492186971521,117.49983088682947
13326,16,10.235833333333334,685.8259382886916,14.94748839859969,60.278433607424894
13503,16,8.916666666666666,2227.177570093458,76.14953271028038,165.08411214953273
13604,16,8.166666666666666,701.1428571428572,25.346938775510207,169.46938775510205
13628,16,6.416666666666667,1835.064935064935,28.363636363636363,81.81818181818181
13648,16,13.416666666666666,1284.5217391304348,51.95031055900621,160.77018633540374
911343,16,11.200833333333334,881.0058775388736,39.63990774495945,197.57458522431367
911401,8.398333333333333,5.433333333333334,1221.9018404907974,26.134969325153374,86.87116564417178
911429,11.401666666666667,10.068333333333333,1563.3173315676213,48.86608177454064,192.782651878828
13151,16,9.94361111111111,2165.3099421739253,60.64195323630472,124.60262033131269
