SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
13131,7.1,0,86,0,0,0
13131,7.15,86,300,7,1,4
13131,7.2,386,300,4,1,16
13131,7.25,686,300,34,1,9
13131,7.3,986,300,20,1,15
13131,7.35,1286,300,26,3,26
13131,7.4,1586,300,0,0,12
13131,7.45,1886,300,1,0,6
13131,7.5,2186,300,36,3,11
13131,7.55,2486,300,22,1,8
13131,8,2786,300,0,0,19
13131,8.05,3086,300,12,1,6
13131,8.1,3386,300,110,6,7
13131,8.15,3686,300,63,7,21
13131,8.2,3986,300,0,0,5
13131,8.25,4286,300,8,1,11
13131,8.3,4586,300,2,0,14
13131,8.35,4886,300,15,1,16
13131,8.4,5186,300,2,1,16
13131,8.45,5486,300,13,1,6
13131,8.5,5786,300,21,3,47
13131,8.55,6086,300,19,1,16
13131,9,6386,300,17,1,23
13131,9.05,6686,300,28,1,19
13131,9.1,6986,300,16,3,17
13131,9.15,7286,300,29,2,16
13131,9.2,7586,300,5,0,9
13131,9.25,7886,300,12,0,5
13131,9.3,8186,300,7,1,12
13131,9.35,8486,300,11,2,33
13131,9.4,8786,300,9,0,11
13131,9.45,9086,300,7,0,16
13131,9.5,9386,300,59,2,14
13131,9.55,9686,300,25,1,16
13131,10,9986,300,23,5,28
13131,10.05,10286,300,3,0,1
13131,10.1,10586,300,8,0,8
13131,10.15,10886,300,20,2,17
13131,10.2,11186,300,12,0,14
13131,10.25,11486,300,28,0,1
13131,10.3,11786,300,71,0,0
13131,10.35,12086,300,37,0,1
13131,10.4,12386,300,76,1,2
13131,10.45,12686,300,23,0,0
13131,10.5,12986,300,18,0,4
13131,10.55,13286,300,66,2,14
13131,11,13586,300,13,1,12
13131,11.05,13886,300,9,1,13
13131,11.1,14186,300,18,3,14
13131,11.15,14486,300,91,7,32
13131,11.2,14786,300,72,1,24
13131,11.25,15086,300,79,3,14
13131,11.3,15386,300,103,3,14
13131,11.35,15686,300,164,2,4
13131,11.4,15986,300,4,1,4
13131,11.45,16286,300,159,4,8
13131,11.5,16586,300,107,14,31
13131,11.55,16886,300,48,3,15
13131,12,17186,300,55,4,13
13131,12.05,17486,300,26,1,17
13131,12.1,17786,300,154,4,10
13131,12.15,18086,300,190,0,9
13131,12.2,18386,300,138,8,20
13131,12.25,18686,300,100,5,19
13131,12.3,18986,300,194,7,11
13131,15.1,28586,300,16,2,17
13131,15.15,28886,300,80,1,8
13131,15.2,29186,300,24,4,10
13131,15.25,29486,300,11,0,0
13131,15.3,29786,300,8,1,3
13131,15.35,30086,300,3,0,10
13131,15.4,30386,300,3,0,6
13131,15.45,30686,300,7,0,0
13131,15.5,30986,300,20,1,3
13131,15.55,31286,300,0,0,0
13131,16,31586,300,50,2,8
13131,16.05,31886,300,8,0,5
13131,16.1,32186,300,8,0,0
13131,16.15,32486,300,31,2,10
13131,16.2,32786,300,20,0,10
13131,16.25,33086,300,115,0,5
13131,16.3,33386,300,45,1,6
13131,16.35,33686,300,0,0,0
13131,16.4,33986,300,38,0,3
13131,16.45,34286,300,0,0,3
13131,16.5,34586,300,24,0,2
13131,16.55,34886,300,82,9,28
13131,17,35186,300,9,2,4
13131,17.05,35486,300,0,0,1
13131,17.1,35786,300,70,1,2
13131,17.15,36086,300,24,0,2
13131,17.2,36386,300,0,0,0
13131,17.25,36686,300,10,0,2
13131,17.3,36986,300,0,0,4
13131,17.35,37286,300,32,0,2
13131,17.4,37586,300,0,0,3
13131,17.45,37886,300,21,1,12
13131,17.5,38186,300,34,0,11
13131,17.55,38486,300,45,2,12
13131,18,38786,300,4,0,6
13131,18.05,39086,300,73,5,41
13131,18.1,39386,300,24,0,12
13131,18.15,39686,300,23,1,19
13131,18.2,39986,300,16,1,7
13131,18.25,40286,300,19,0,6
13131,18.3,40586,300,156,0,0
13131,18.35,40886,300,42,0,12
13131,18.4,41186,300,7,0,7
13131,18.45,41486,300,21,1,4
13131,18.5,41786,300,31,0,0
13131,18.55,42086,300,6,1,2
13131,19,42386,300,75,2,3
13131,19.05,42686,300,0,0,9
13131,19.1,42986,300,34,0,2
13131,19.15,43286,300,8,0,0
13131,19.2,43586,300,16,0,0
13131,19.25,43886,300,75,0,2
13131,19.3,44186,300,20,0,0
13131,19.35,44486,300,46,0,1
13131,19.4,44786,300,49,0,2
13131,19.45,45086,300,48,0,0
