SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12417,7.55,1951,300,181,3,10
12417,8,2251,300,119,3,15
12417,8.05,2551,300,130,5,14
12417,8.15,3151,300,172,3,10
12417,8.3,4051,300,106,2,22
12417,8.4,4651,300,209,6,17
12417,9,5851,300,161,3,14
12417,9.1,6451,300,210,3,19
12417,9.15,6751,300,170,6,11
12417,9.2,7051,300,279,12,29
12417,9.25,7351,300,208,7,17
12417,9.35,7951,300,187,7,20
12417,10.05,9751,300,93,3,14
12417,10.2,10651,300,96,3,21
12417,10.25,10951,300,231,8,18
12417,10.4,11851,300,174,6,21
12417,10.5,12451,300,194,6,19
12417,10.55,12751,300,222,7,20
12417,11.05,13351,300,199,6,10
12417,15.55,30751,300,303,14,30
12417,16,31051,300,286,4,21
12417,16.1,31651,300,218,6,14
12417,16.15,31951,300,189,3,10
12417,18.55,41551,300,296,9,18
