SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
11655,7.1,512,300,372,7,10
11655,7.55,3212,300,196,8,21
11655,8.05,3812,300,196,5,24
11655,8.25,5012,300,169,11,16
11655,8.3,5312,300,308,10,17
11655,8.35,5612,300,560,10,17
11655,8.4,5912,300,610,13,29
11655,10.55,14012,300,261,7,10
11655,11,14312,300,371,10,21
11655,12.15,18812,300,232,9,16
11655,16.5,35312,300,197,6,27
11655,16.55,35612,300,201,10,18
11655,17,35912,300,313,12,24
11655,17.05,36212,300,171,9,26
11655,17.25,37412,300,242,7,11
11655,17.5,38912,300,312,8,16
11655,18,39512,300,329,7,22
11655,18.05,39812,300,186,9,19
11655,19.15,44012,300,177,11,32
11655,19.25,44612,300,172,9,19
