SUBJECT,unclean_mean_awc,unclean_sd_awc,unclean_mean_ctc,unclean_sd_ctc,unclean_mean_cvc,unclean_sd_cvc,clean_mean_awc,clean_sd_awc,clean_mean_ctc,clean_sd_ctc,clean_mean_cvc,clean_sd_cvc
187,139.33333333333334,120.62193784026827,4.612745098039215,4.8180729456987645,11.411764705882353,11.415444504054676,140.21465968586386,122.50181951286488,4.717277486910994,4.927224576026118,11.790575916230367,11.602545781592212
188,118.31372549019608,125.11008858278066,3.764705882352941,4.846508328884338,12.627450980392156,11.392999038950792,122.66326530612245,125.71740063419044,3.8877551020408165,4.898732537655956,13.020408163265307,11.441450769372471
189,67.03076923076924,105.9107729736662,2.2,3.1956800737903377,10.738461538461538,11.047148612483522,98.00763358778626,117.21193797057771,3.1908396946564888,3.459912190563832,15.251908396946565,10.573074301080066
190,115.81967213114754,92.07497990148332,4.090163934426229,3.8311556600993995,17.352459016393443,16.378741579298666,118.36134453781513,91.74400004327046,4.19327731092437,3.8229399258534307,17.705882352941178,16.417927851443203
192,130.48,114.42184519451747,5.726666666666667,5.333063471919843,21.766666666666666,16.69602559573722,133.51724137931035,114.95017661338444,5.903448275862069,5.332453231980977,22.482758620689655,16.516869931593114
193,25.428571428571427,38.398717927315474,1.0408163265306123,1.63561870891808,9.627551020408163,9.861557380644426,28.573099415204677,39.912244638729895,1.1754385964912282,1.7024840711101825,10.345029239766081,10.07695194194735
196,103.1859296482412,107.72697721187181,3.371859296482412,4.356860613371164,10.467336683417086,12.025968889008698,114.10112359550561,108.20534411897381,3.668539325842697,4.448985042779322,11.47191011235955,12.241533347736262
197,44.015151515151516,57.418180787990025,2.085858585858586,2.7515942808669145,13.227272727272727,9.88018905038943,46.60427807486631,58.05608692386618,2.2085561497326203,2.783270210629691,13.470588235294118,9.943006467317023
202,42.73142857142857,59.161301868299454,1.1085714285714285,1.9636599988625845,5.171428571428572,7.853126305812294,53.74626865671642,61.80136584703335,1.4253731343283582,2.132374389364041,6.276119402985074,8.502447052488629
203,123.71951219512195,109.554121513067,7.304878048780488,7.213993644711087,24.25609756097561,15.25649910136236,123.71951219512195,109.554121513067,7.304878048780488,7.213993644711087,24.25609756097561,15.25649910136236
210,109.79354838709678,101.3269554766073,7.148387096774194,6.495546474703051,30.451612903225808,24.94830852043884,130.27131782945736,98.35631588276885,8.527131782945736,6.248846792833865,36.348837209302324,23.135015116022824
215,36.03896103896104,55.436175144898215,1.896103896103896,2.30893240073607,15.35064935064935,12.29223785219359,38.541666666666664,56.495777606153396,2.0277777777777777,2.3314882040654634,16.208333333333332,12.232417678182884
230,59.368,62.867568950981806,2.008,2.576243827370483,9.544,10.860184754562226,85.21686746987952,61.35642534837735,2.9036144578313254,2.721255349799576,13.265060240963855,11.318110177239468
231,132.14285714285714,150.90597250785206,6.4,6.886333039710826,18.37142857142857,15.643208403889629,156.29661016949152,152.63185748733704,7.576271186440678,6.886636110415762,21.5,15.043384552799905
232,63.58895705521472,77.24537862730638,2.4662576687116564,3.3798279753670224,8.668711656441717,10.801837529278867,83.61538461538461,78.68650654970868,3.4017094017094016,3.5768890091516896,11.991452991452991,11.104903954385794
241,47.082352941176474,80.12463680397677,0.6470588235294118,1.2974873368768354,2.1058823529411765,3.51873735948593,74.30188679245283,91.31740606378231,1.0377358490566038,1.5186312682420438,3.2641509433962264,3.986279079524521
248,72.86363636363636,72.82133415740164,3.8068181818181817,4.209616671181156,20.738636363636363,19.972103716302758,93.3125,68.60674107283424,5.15625,4.160352358398474,28.125,18.580156679162375
259,53.50877192982456,66.23145866627556,2.4035087719298245,3.271543432254249,13.736842105263158,11.06461523476676,61.101010101010104,67.87150148077615,2.7373737373737375,3.3823849169250404,15.585858585858587,10.652210751678044
260,32.21153846153846,54.7353762606238,1.7820512820512822,3.639026583411083,9.967948717948717,11.08758088848255,41.134020618556704,51.88079864498268,2.3608247422680413,3.7226378612548534,12.505154639175258,11.48651719711365
261,42.74803149606299,69.09379046640062,3.047244094488189,5.001362144165114,16.055118110236222,19.8159415889674,65.46835443037975,78.16925020765272,4.7594936708860756,5.641456417413398,24.82278481012658,19.8040137693392
266,90.35714285714286,94.70675103280152,3.6726190476190474,5.0866704094138315,12.05952380952381,13.112001350389017,108.47014925373135,95.82594577768633,4.432835820895522,5.253638568977129,14.447761194029852,13.430168689941585
272,88.98,163.8375144493458,1.8733333333333333,3.413940364786367,7.213333333333333,7.951688577303883,118.97321428571429,180.12460451014363,2.5089285714285716,3.746459074707156,9.1875,8.137922848509213
277,85.14942528735632,87.29587868686801,2.1839080459770117,2.9591353845345227,10.64367816091954,15.738396989598145,92.82278481012658,87.9129463780128,2.392405063291139,3.027301927794008,11.683544303797468,16.16068694893486
279,87.77165354330708,145.61757857518865,1.6220472440944882,2.2675388163082384,7.5984251968503935,10.000206222095594,120.58695652173913,159.37075111674216,2.1739130434782608,2.411550482287113,10.16304347826087,10.59574574997385
282,56.198412698412696,63.312686860220346,1.0952380952380953,1.5769772169746596,4.285714285714286,5.749235974085103,62.8021978021978,55.46374587266087,1.4835164835164836,1.6955014817820935,5.681318681318682,6.200141792068811
283,71.34358974358975,105.62543184776429,1.8256410256410256,2.902249212081876,5.4051282051282055,7.299553323361103,124.91891891891892,113.72599727855744,3.2072072072072073,3.222413316746873,9.387387387387387,7.494447849358121
300,108.264,92.71949928891493,5.344,5.231887342182582,18.128,15.098587842533806,107.95934959349593,92.77881315292467,5.365853658536586,5.25773168799995,18.32520325203252,15.13247291881528
302,121.1076923076923,111.80914585200017,4.476923076923077,4.469017272803428,12.6,10.496725679944198,124.95238095238095,111.4289052340504,4.619047619047619,4.46646490591389,12.857142857142858,10.552261862498796
304,140.0989010989011,122.3780168117583,7.967032967032967,6.98959631555762,23.692307692307693,17.237357562181497,155.47560975609755,119.2484930784262,8.841463414634147,6.815866587467155,26.29268292682927,16.153192403107308
308,83.47517730496453,130.48867392340904,2.7872340425531914,4.6472857064839435,9.106382978723405,12.275237633812445,120.34020618556701,142.77946912677507,4.041237113402062,5.137520327967074,13.103092783505154,12.940154346131974
309,43.741176470588236,47.897000835914874,2.835294117647059,3.74435148820552,14.16470588235294,15.66756359551822,55.43283582089552,47.58444610934588,3.5970149253731343,3.881032748733712,17.671641791044777,15.882511880282602
310,99.37777777777778,105.3454098161653,2.7888888888888888,3.2784873349553214,8.016666666666667,8.044898449418271,124.05594405594405,104.57969373248301,3.4685314685314683,3.3415948705569223,9.909090909090908,7.956668822138977
311,131.93129770992365,133.36815389911058,4.083969465648855,4.277019393382286,10.633587786259541,9.461018083833205,155.55855855855856,131.64005225577571,4.81981981981982,4.247348259793072,12.378378378378379,9.221569629805245
312,67.16417910447761,87.06677984149543,3.08955223880597,3.7527014240797745,10.835820895522389,11.111824189390346,75,88.78272850817287,3.45,3.806439681756097,11.9,11.25467887636824
313,262.6041666666667,219.28340130461152,4.927083333333333,4.029482901830004,11.927083333333334,9.386714902811669,262.2134831460674,221.86085278380477,5.292134831460674,3.954865378673726,12.842696629213483,9.135220150111941
320,31.06122448979592,40.40715878355461,1.1734693877551021,1.8333986816449261,7.244897959183674,9.986652147917287,47.403225806451616,42.63318944065295,1.8225806451612903,2.0286811798445106,10.983870967741936,10.899679549333536
330,84.12068965517241,54.12172038156115,4.672413793103448,4.2276779368882895,17.25862068965517,15.321765672639813,84.12068965517241,54.12172038156115,4.672413793103448,4.2276779368882895,17.25862068965517,15.321765672639813
332,50.52325581395349,67.28284926893,2.197674418604651,3.4293534545565683,12.372093023255815,15.89305916698741,73.23728813559322,70.42392299815475,3.2033898305084745,3.7360298908616936,17.423728813559322,16.71382185583651
334,117.328,127.9365881233557,3.168,3.222241255660013,10.456,7.487089964000183,117.95967741935483,128.25973388589446,3.193548387096774,3.2225764054086543,10.540322580645162,7.4576301228719615
335,148.08955223880596,136.4587278311716,6.3059701492537314,4.961850873346336,19.149253731343283,13.314307676803175,157.872,136.0748119661126,6.752,4.8387815048432286,20.48,12.782043856961621
336,61.630434782608695,75.46248866432435,1.6195652173913044,2.421707649728781,7.423913043478261,7.938269659010625,76,80.22197465402671,2.1142857142857143,2.5850341692741123,9.557142857142857,7.928367184432122
338,118.70289855072464,101.63239967190543,7.043478260869565,6.5822916219105885,27.27536231884058,22.64765601249868,124.18110236220473,102.55888106102483,7.519685039370079,6.639050412235395,28.724409448818896,22.93527025505239
421,87.74528301886792,141.24797925706707,2.830188679245283,3.683868820665391,10.00943396226415,11.500306648515213,129.15277777777777,155.19081028788102,4.166666666666667,3.797701306220331,14.375,11.58731397134049
425,125.07843137254902,129.06055730152568,4.049019607843137,4.865268812046577,9.284313725490197,9.95074747277502,197.34426229508196,116.54511075772358,6.704918032786885,4.680969494649165,14.655737704918034,9.565363289671124
426,79.72727272727273,91.67765380828749,2.393939393939394,3.0432869643380385,9.767676767676768,10.772061636216845,89.17333333333333,90.79489408988147,3.0533333333333332,3.174617803484098,12.253333333333334,10.859163938418162
427,206.23529411764707,173.65103533474579,7.364705882352941,7.473520014060324,19.68235294117647,18.941772786688183,244.32394366197184,164.7192221108295,8.647887323943662,7.515885256383491,22.591549295774648,19.321030336906933
431,151.50806451612902,159.81511146676343,5.306451612903226,8.160162420026754,10.169354838709678,13.76676909400677,208.82558139534885,151.36105582429795,7.558139534883721,8.912126109524351,14.511627906976743,14.541416862794525
433,69.6470588235294,85.97995314589957,2.907563025210084,3.647594044834131,8.806722689075631,9.705212046273122,83.16666666666667,82.23282159692178,3.7976190476190474,3.7345013438023735,11.761904761904763,9.937902432702021
435,81.03370786516854,94.83256170724876,3.303370786516854,4.627989192211643,17.573033707865168,19.872827291446708,98.83098591549296,97.37834695007083,4.084507042253521,4.874852316805503,21.6056338028169,20.289672864531312
436,29.714285714285715,43.44376623570139,1.6122448979591837,2.7002583040292376,6.030612244897959,10.38580919384631,57.08888888888889,46.68648929645795,3.2444444444444445,3.2203582208672175,11.644444444444444,12.951229417871627
439,109.28571428571429,107.97120627871759,4.586466165413534,4.835361882901762,19.81203007518797,13.657693123424398,114.84920634920636,108.21593727064919,4.817460317460317,4.863580234602149,20.38095238095238,13.539191788497357
440,113.05454545454545,133.9032843596062,4.763636363636364,3.7016694750283827,18.236363636363638,13.700450974415292,117.20754716981132,134.66973254975213,4.943396226415095,3.650158554720722,18.92452830188679,13.477686768826715
