SUBJECT,hour_bin,unclean_total_awc,unclean_total_ctc,unclean_total_cvc,unclean_total_hrs,clean_total_awc,clean_total_ctc,clean_total_cvc,clean_total_hrs
421,9,179,9,56,0.14666666666666667,179,9,56,0.14666666666666667
421,10,2069,69,181,1,2069,69,181,1
421,11,2136,72,147,1,2136,72,147,1
421,12,1041,16,59,1,1041,16,50,0.75
421,13,189,5,45,1,189,5,40,0.6666666666666666
421,14,189,11,43,1,189,11,36,0.5833333333333334
421,15,6,0,5,1,4,0,0,0.08333333333333333
421,16,408,4,5,1,408,4,5,0.08333333333333333
421,17,641,40,351,1,641,40,351,1
421,18,2443,74,169,0.5833333333333334,2443,74,169,0.5833333333333334
425,12,3189,129,277,1.1066666666666667,3189,129,277,1.1066666666666667
425,13,1441,25,68,2,914,21,41,0.25
425,14,926,24,61,2,736,24,35,0.4166666666666667
425,15,2147,61,170,1.3708333333333333,2147,61,170,1.3708333333333333
425,10,2090,75,137,0.7647222222222222,2090,75,137,0.7647222222222222
425,11,2962,99,234,1,2962,99,234,1
426,16,2046,33,167,1.4875,1023,30,138,0.7375
426,18,868,17,51,1,868,17,51,0.9166666666666666
426,19,1893,42,151,1.163888888888889,1893,42,151,1.163888888888889
426,8,697,21,57,0.2427777777777778,697,21,57,0.2427777777777778
426,9,546,17,89,0.9075,546,17,89,0.9075
426,13,948,42,151,0.7811111111111111,948,42,151,0.7811111111111111
426,14,375,27,116,0.5697222222222222,375,27,116,0.5697222222222222
426,20,517,38,183,0.8283333333333334,338,33,166,0.6666666666666666
427,7,419,21,37,0.14833333333333334,419,21,37,0.14833333333333334
427,8,4696,112,195,1,4696,112,195,1
427,9,2077,66,225,1,2077,66,223,0.9166666666666666
427,10,1665,73,191,1,1527,63,159,0.75
427,11,1745,72,210,1,1700,70,188,0.25
427,12,1443,60,187,1,1443,60,174,0.9166666666666666
427,13,2808,137,436,1,2808,137,436,1
427,14,2677,85,192,0.8580555555555556,2677,85,192,0.8580555555555556
431,9,1919,105,215,0.685,1919,105,215,0.685
431,10,4105,169,294,1,4105,169,294,1
431,11,1772,28,75,1,1772,28,75,1
431,12,1206,19,49,1,1206,19,49,0.8333333333333334
431,13,1409,14,54,1,1326,10,47,0.75
431,15,7,0,1,1,7,0,0,0.16666666666666666
431,16,30,1,2,1,30,1,2,0.08333333333333333
431,17,4388,256,438,1,4388,256,438,1
431,18,1714,46,97,1,1714,46,97,1
431,19,1492,16,31,0.5472222222222223,1492,16,31,0.5472222222222223
433,8,470,21,33,0.24583333333333332,243,12,21,0.16666666666666666
433,9,1111,32,95,1,1111,32,95,1
433,10,2345,106,218,1,2345,106,218,1
433,11,880,30,103,1,880,30,103,1
433,12,598,47,173,1,598,47,173,1
433,13,327,21,159,1,327,21,159,1
433,14,264,14,96,1,264,14,96,0.4166666666666667
433,16,534,23,48,1,534,23,45,0.5
433,17,684,34,86,1,684,34,78,0.9166666666666666
435,9,170,11,79,0.4727777777777778,170,11,79,0.4727777777777778
435,10,1593,103,460,1,1593,103,460,1
435,11,497,36,298,1,497,36,298,1
435,12,1377,48,271,1,1377,48,271,1
435,13,1683,20,48,1,1554,18,34,0.5
435,14,92,5,60,1,32,3,46,0.08333333333333333
435,15,1388,45,183,1,1388,45,183,1
435,16,360,23,150,0.6219444444444444,360,23,150,0.6219444444444444
435,17,52,3,15,0.09777777777777778,46,3,13,0.08055555555555556
436,8,621,15,29,0.8480555555555556,493,12,24,0.4313888888888889
