SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12398,6.4,188,300,140,9,20
12398,7,1388,300,211,11,36
12398,7.5,4388,300,196,10,22
12398,7.55,4688,300,196,13,35
12398,8.05,5288,300,204,13,37
12398,10.5,15188,300,264,8,19
12398,10.55,15488,300,210,14,66
12398,11.4,18188,300,234,18,44
12398,11.5,18788,300,198,7,19
12398,11.55,19088,300,291,10,20
12398,12,19388,300,326,13,32
12398,12.05,19688,300,343,10,36
12398,12.15,20288,300,303,11,22
12398,12.2,20588,300,238,6,21
12398,12.25,20888,300,302,10,24
12398,12.35,21488,300,517,23,34
12398,12.4,21788,300,411,17,35
12398,16.1,34388,300,181,11,29
12398,17.3,39188,300,239,12,25
12398,17.4,39788,300,144,8,20
12398,17.55,40688,300,430,13,26
12398,18,40988,300,248,7,31
12398,18.1,41588,300,370,8,27
12398,18.15,41888,300,265,12,32
12398,18.2,42188,300,184,8,25
12398,18.25,42488,300,218,17,42
12398,18.3,42788,300,275,9,31
12398,18.35,43088,300,231,15,37
12398,18.5,43988,300,169,9,25
12398,18.55,44288,300,326,19,39
12398,19,44588,300,498,21,42
12398,19.05,44888,300,166,16,40
12398,19.2,45788,300,182,8,35
12398,19.25,46088,300,269,12,24
