SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
11070,7.2,4,162,21,0,2
11070,7.25,166,300,28,0,0
11070,7.3,466,300,101,6,18
11070,7.35,766,300,127,1,1
11070,7.4,1066,300,184,4,9
11070,7.45,1366,300,234,6,8
11070,7.5,1666,300,137,1,3
11070,7.55,1966,300,99,3,8
11070,8,2266,300,134,0,0
11070,8.05,2566,300,287,1,1
11070,8.1,2866,300,213,1,1
11070,8.15,3166,300,403,0,1
11070,8.2,3466,300,306,4,7
11070,8.25,3766,300,328,3,5
11070,8.3,4066,300,105,1,10
11070,8.35,4366,300,116,1,8
11070,8.4,4666,300,330,7,10
11070,8.45,4966,300,250,3,6
11070,8.5,5266,300,177,2,5
11070,8.55,5566,300,113,11,23
11070,9,5866,300,338,8,14
11070,9.05,6166,300,202,4,15
11070,9.1,6466,300,503,4,9
11070,9.15,6766,300,77,6,16
11070,9.2,7066,300,131,6,15
11070,9.25,7366,300,45,2,14
11070,9.3,7666,300,122,7,23
11070,9.35,7966,300,44,4,18
11070,9.4,8266,300,94,5,18
11070,9.45,8566,300,12,0,5
11070,9.5,8866,300,48,1,1
11070,9.55,9166,300,0,0,1
11070,10,9466,300,22,1,4
11070,10.05,9766,300,139,0,0
11070,10.1,10066,300,108,1,3
11070,10.15,10366,300,126,0,0
11070,10.2,10666,300,52,3,5
11070,10.25,10966,300,222,2,2
11070,10.3,11266,300,366,0,0
11070,10.35,11566,300,0,0,1
11070,10.4,11866,300,5,0,6
11070,10.45,12166,300,3,0,1
11070,10.5,12466,300,34,0,2
11070,10.55,12766,300,3,0,0
11070,11,13066,300,65,0,1
11070,11.05,13366,300,113,0,7
11070,11.1,13666,300,113,0,2
11070,11.15,13966,300,113,5,18
11070,11.2,14266,300,101,4,11
11070,11.25,14566,300,144,3,10
11070,11.3,14866,300,43,3,17
11070,11.35,15166,300,60,5,15
11070,11.4,15466,300,71,4,9
11070,11.45,15766,300,260,9,16
11070,11.5,16066,300,198,3,4
11070,11.55,16366,300,123,5,17
11070,12,16666,300,238,8,27
11070,12.05,16966,300,234,9,22
