mean_uncleaned_hrs,mean_cleaned_hrs,mean_awc,mean_ctc,mean_cvc,cdi_mean_16,cdi_sd_16,cdi_mean_18,cdi_sd_18,acc_mean_16,acc_sd_16,rt_mean_16,rt_sd_16,mean_uncleaned_hrs18,mean_cleaned_hrs18,mean_awc18,mean_ctc18,mean_cvc18,cdi_mean_18,cdi_sd_18
14.665664682539683,9.614880952380952,1659.2103258674038,62.23183651107684,205.68857777494884,39.517857142857146,43.69230890148582,88.76785714285714,86.69150971775066,0.6317857142857143,0.08999206314209841,813.6539285714285,143.72008379521594,14.830882936507937,9.689161706349207,1732.6911255648656,71.55108236646912,236.93194668735646,88.76785714285714,86.69150971775066
