X1,AWC,CTC,CVC,noise,silence,distant,tv,meaningful,xgb_pred,CDSpred,language,SUBJECT,Time
6116,39.4,0.8,1.4,0.00666666666666667,0.666666666666667,0.1,0,0.226666666666667,0.699694752693176,1,English,11037,9.4
6117,25.8,0.8,1,0.0333333333333333,0.393333333333333,0.236666666666667,0.19,0.146666666666667,0.650117218494415,1,English,11037,9.45
6119,62.2,1.6,2,0.0566666666666667,0.436666666666667,0.2,0.00333333333333333,0.303333333333333,0.734380543231964,1,English,11037,9.55
6131,38.6,0.6,1.4,0.02,0.466666666666667,0.233333333333333,0,0.28,0.602095067501068,1,English,11037,10.55
6132,5.2,0,0.4,0,0.876666666666667,0.05,0,0.0733333333333333,0.78943133354187,1,English,11037,11
6133,4.8,0.2,1.4,0.08,0.586666666666667,0.293333333333333,0.00333333333333333,0.0366666666666667,0.833532512187958,1,English,11037,11.05
6142,6.2,0,0,0.0133333333333333,0.713333333333333,0.223333333333333,0,0.05,0.615795612335205,1,English,11037,11.5
6143,7.4,0,0.4,0.0333333333333333,0.47,0.463333333333333,0,0.0333333333333333,0.592124700546265,1,English,11037,11.55
6144,39.6,0.8,4.2,0.04,0.37,0.286666666666667,0.00333333333333333,0.3,0.534475088119507,1,English,11037,12
6146,50.2,0.2,0.4,0.07,0.476666666666667,0.23,0,0.223333333333333,0.552862942218781,1,English,11037,12.1
6147,54.4,0.2,0.6,0.00666666666666667,0.556666666666667,0.166666666666667,0,0.27,0.579538345336914,1,English,11037,12.15
6150,63.6,0.6,0.8,0.0133333333333333,0.503333333333333,0.0833333333333333,0.03,0.37,0.63128536939621,1,English,11037,12.3
6151,70.8,0.4,0.4,0.01,0.493333333333333,0.0766666666666667,0.0633333333333333,0.356666666666667,0.647180318832397,1,English,11037,12.35
6153,32,1.6,4.6,0.0566666666666667,0.256666666666667,0.356666666666667,0,0.33,0.640005826950073,1,English,11037,14.25
6154,33.6,2.4,7.2,0.04,0.163333333333333,0.343333333333333,0.00333333333333333,0.45,0.566191971302032,1,English,11037,14.3
6155,43.8,2,6.6,0.00666666666666667,0.143333333333333,0.266666666666667,0,0.583333333333333,0.58690434694290206,1,English,11037,14.35
6157,13,0.4,6.2,0.0433333333333333,0.483333333333333,0.216666666666667,0,0.256666666666667,0.732042372226715,1,English,11037,14.45
6158,19.6,1,7,0.01,0.443333333333333,0.14,0,0.406666666666667,0.715571403503418,1,English,11037,14.5
6159,27.2,1,3.2,0.01,0.483333333333333,0.186666666666667,0.00333333333333333,0.316666666666667,0.795691013336182,1,English,11037,14.55
6160,17,0.4,3,0.01,0.46,0.28,0.00333333333333333,0.246666666666667,0.568268716335297,1,English,11037,15
6163,16,0.4,0.6,0.0366666666666667,0.25,0.01,0.596666666666667,0.106666666666667,0.66683828830719,1,English,11037,15.15
6169,6.4,0,0,0.0533333333333333,0.373333333333333,0.0233333333333333,0.503333333333333,0.0466666666666667,0.510379731655121,1,English,11037,16.15
6170,12,0.4,0.6,0.01,0.426666666666667,0.02,0.46,0.0833333333333333,0.564802885055542,1,English,11037,16.2
6171,17.6,0.2,1.2,0.00666666666666667,0.653333333333333,0.113333333333333,0.0166666666666667,0.21,0.584766685962677,1,English,11037,16.25
6174,3.6,0.2,10.4,0.04,0.55,0.186666666666667,0.00333333333333333,0.22,0.703107535839081,1,English,11037,16.4
6175,32.2,0.6,4.2,0.103333333333333,0.343333333333333,0.283333333333333,0,0.27,0.564709901809692,1,English,11037,16.45
6179,61,0.8,0.8,0.04,0.49,0.15,0,0.32,0.670279681682587,1,English,11037,17.05
6180,42.2,0.4,0.4,0.01,0.643333333333333,0.0966666666666667,0,0.25,0.562185347080231,1,English,11037,17.1
6181,24.2,1,5,0.00666666666666667,0.43,0.186666666666667,0,0.376666666666667,0.736420273780823,1,English,11037,17.15
6182,64.4,1.2,3.2,0.0166666666666667,0.296666666666667,0.143333333333333,0.00333333333333333,0.54,0.723578810691833,1,English,11037,17.2
6185,49.6,1.2,4,0.0466666666666667,0.336666666666667,0.22,0,0.396666666666667,0.563141882419586,1,English,11037,17.35
6186,41.4,2.2,6,0.00666666666666667,0.47,0.206666666666667,0,0.316666666666667,0.805137932300568,1,English,11037,17.4
6187,8.8,0.4,1.4,0.00333333333333333,0.42,0.46,0,0.116666666666667,0.737771153450012,1,English,11037,17.45
6188,40.6,1.6,2.4,0.04,0.306666666666667,0.386666666666667,0.00333333333333333,0.263333333333333,0.623132467269897,1,English,11037,17.5
6189,47.6,2.2,4,0.00666666666666667,0.593333333333333,0.14,0,0.26,0.915714204311371,1,English,11037,17.55
6190,33.4,0.6,3.2,0.00333333333333333,0.533333333333333,0.23,0,0.233333333333333,0.669654965400696,1,English,11037,18
6195,44.8,0.4,0.4,0.0366666666666667,0.583333333333333,0.14,0,0.24,0.649965763092041,1,English,11037,18.25
6196,130.2,0.8,0.8,0.00666666666666667,0.386666666666667,0.0233333333333333,0.00666666666666667,0.576666666666667,0.850781440734863,1,English,11037,18.3
6197,93,0.8,1.4,0,0.493333333333333,0.06,0.00666666666666667,0.44,0.602912962436676,1,English,11037,18.35
6198,63.4,0.6,0.6,0,0.55,0.0433333333333333,0.01,0.396666666666667,0.76848977804184,1,English,11037,18.4
6199,108,1.2,1.6,0,0.466666666666667,0.02,0.01,0.503333333333333,0.74165278673172,1,English,11037,18.45
6200,79.4,0.6,0.8,0.00333333333333333,0.51,0.0433333333333333,0.01,0.433333333333333,0.799143850803375,1,English,11037,18.5
6201,7.77777777777778,0,0.740740740740741,0.0864197530864197,0.339506172839506,0.037037037037037,0.487654320987654,0.0493827160493827,0.627775609493256,1,English,11070,7.2
6203,20.2,1.2,3.6,0.05,0.16,0.0566666666666667,0.526666666666667,0.206666666666667,0.746859788894653,1,English,11070,7.3
6206,46.8,1.2,1.6,0.0333333333333333,0.406666666666667,0.253333333333333,0.0666666666666667,0.24,0.565769195556641,1,English,11070,7.45
6220,22.6,2.2,4.6,0.00666666666666667,0.193333333333333,0.603333333333333,0,0.196666666666667,0.574691474437714,1,English,11070,8.55
6221,67.6,1.6,2.8,0.00666666666666667,0.503333333333333,0.146666666666667,0.01,0.333333333333333,0.734777271747589,1,English,11070,9
6222,40.4,0.8,3,0.0266666666666667,0.556666666666667,0.15,0.00333333333333333,0.263333333333333,0.684597432613373,1,English,11070,9.05
6224,15.4,1.2,3.2,0.01,0.52,0.323333333333333,0.01,0.136666666666667,0.836086392402649,1,English,11070,9.15
6225,26.2,1.2,3,0.0233333333333333,0.44,0.34,0.01,0.186666666666667,0.774881839752197,1,English,11070,9.2
6226,9,0.4,2.8,0.04,0.176666666666667,0.56,0.0666666666666667,0.156666666666667,0.557145714759827,1,English,11070,9.25
6227,24.4,1.4,4.6,0.0433333333333333,0.62,0.156666666666667,0,0.18,0.893877148628235,1,English,11070,9.3
6228,8.8,0.8,3.6,0.186666666666667,0.27,0.406666666666667,0,0.136666666666667,0.74732905626297,1,English,11070,9.35
6229,18.8,1,3.6,0.0466666666666667,0.393333333333333,0.426666666666667,0,0.133333333333333,0.778345048427582,1,English,11070,9.4
6233,4.4,0.2,0.8,0.09,0.0133333333333333,0.83,0.00333333333333333,0.0633333333333333,0.676423072814941,1,English,11070,10
6241,1,0,1.2,0.05,0.06,0.83,0.00666666666666667,0.0533333333333333,0.551745116710663,1,English,11070,10.4
6243,6.8,0,0.4,0.0233333333333333,0.13,0.81,0,0.0366666666666667,0.559665560722351,1,English,11070,10.5
6245,13,0,0.2,0.03,0.57,0.35,0,0.05,0.554181218147278,1,English,11070,11
6246,22.6,0,1.4,0.00666666666666667,0.696666666666667,0.18,0,0.116666666666667,0.646328151226044,1,English,11070,11.05
6249,20.2,0.8,2.2,0,0.456666666666667,0.423333333333333,0,0.12,0.741495609283447,1,English,11070,11.2
6250,28.8,0.6,2,0,0.52,0.316666666666667,0,0.163333333333333,0.640692353248596,1,English,11070,11.25
6251,8.6,0.6,3.4,0.0833333333333333,0.34,0.47,0,0.106666666666667,0.770553052425385,1,English,11070,11.3
6252,12,1,3,0.01,0.656666666666667,0.203333333333333,0,0.13,0.867471575737,1,English,11070,11.35
6253,14.2,0.8,1.8,0.0366666666666667,0.526666666666667,0.306666666666667,0,0.13,0.748194694519043,1,English,11070,11.4
6254,52,1.8,3.2,0.00666666666666667,0.45,0.276666666666667,0.00333333333333333,0.263333333333333,0.826558530330658,1,English,11070,11.45
6255,39.6,0.6,0.8,0.05,0.496666666666667,0.183333333333333,0,0.27,0.688539028167725,1,English,11070,11.5
6256,24.6,1,3.4,0.09,0.53,0.143333333333333,0,0.236666666666667,0.867645442485809,1,English,11070,11.55
6258,46.8,1.8,4.4,0.0266666666666667,0.36,0.29,0,0.323333333333333,0.561798214912415,1,English,11070,12.05
6259,28.4,1.4,6,0.02,0.45,0.3,0,0.23,0.78810179233551,1,English,11070,12.1
6261,145.4,0.6,0.6,0.00333333333333333,0.326666666666667,0.0366666666666667,0.0133333333333333,0.62,0.811604142189026,1,English,11070,12.2
6263,4.2,0,3.8,0.0166666666666667,0.686666666666667,0.173333333333333,0.0333333333333333,0.09,0.665048122406006,1,English,11070,12.3
6264,44.2,1.2,2.2,0.00333333333333333,0.503333333333333,0.223333333333333,0.0333333333333333,0.236666666666667,0.537046849727631,1,English,11070,12.35
6265,59.8,0,0,0,0.45,0.0333333333333333,0.266666666666667,0.25,0.539956510066986,1,English,11070,12.4
6266,121.6,0.6,1,0,0.396666666666667,0.0466666666666667,0.05,0.506666666666667,0.76674085855484,1,English,11070,12.45
6267,174,2,2.8,0,0.176666666666667,0.0333333333333333,0,0.79,0.761176228523254,1,English,11070,12.5
6268,68.4,1,2.8,0.00666666666666667,0.556666666666667,0.103333333333333,0.0166666666666667,0.316666666666667,0.747127592563629,1,English,11070,12.55
6269,58,0.8,3.6,0,0.583333333333333,0.11,0,0.306666666666667,0.517200708389282,1,English,11070,13
6270,35.4,1,3.2,0.0233333333333333,0.45,0.343333333333333,0.00666666666666667,0.176666666666667,0.685938954353333,1,English,11070,13.05
6274,3.6,0.4,0.8,0.02,0.553333333333333,0.13,0.243333333333333,0.0533333333333333,0.586861073970795,1,English,11070,13.25
6276,86.6,1,1.8,0.01,0.4,0.153333333333333,0.0266666666666667,0.41,0.581189155578613,1,English,11070,13.35
6279,9.4,0.4,1.2,0.00333333333333333,0.77,0.14,0,0.0866666666666667,0.7938432097435,1,English,11070,16.3
6280,11.4,0.8,1.4,0.01,0.726666666666667,0.143333333333333,0.03,0.09,0.779382944107056,1,English,11070,16.35
6281,21.8,0.8,3.6,0,0.66,0.18,0,0.16,0.742704153060913,1,English,11070,16.4
6282,3.6,0.2,0.4,0.00666666666666667,0.746666666666667,0.226666666666667,0,0.02,0.804983854293823,1,English,11070,16.45
6283,32,1,2,0.01,0.656666666666667,0.166666666666667,0.01,0.156666666666667,0.751320600509644,1,English,11070,16.5
6284,134.8,2.2,3.4,0.00333333333333333,0.283333333333333,0.0366666666666667,0.0733333333333333,0.603333333333333,0.792278349399567,1,English,11070,16.55
6285,92,2.2,3.4,0.0166666666666667,0.263333333333333,0.113333333333333,0.113333333333333,0.493333333333333,0.633530497550964,1,English,11070,17
6287,94,1,1,0.01,0.396666666666667,0.12,0.06,0.413333333333333,0.595690310001373,1,English,11070,17.1
6288,19.4,1.4,3.4,0.02,0.46,0.276666666666667,0.0733333333333333,0.17,0.80648809671402,1,English,11070,17.15
6289,19.2,0.2,2.8,0.00666666666666667,0.55,0.306666666666667,0.00666666666666667,0.13,0.788195669651031,1,English,11070,17.2
6290,94.2,2.2,3.4,0.00666666666666667,0.263333333333333,0.153333333333333,0.1,0.476666666666667,0.68013197183609,1,English,11070,17.25
6291,44.8,0.8,4,0.0133333333333333,0.463333333333333,0.156666666666667,0.0733333333333333,0.293333333333333,0.520354926586151,1,English,11070,17.3
6292,51.2,2.8,4.6,0,0.383333333333333,0.28,0.00333333333333333,0.333333333333333,0.746825277805328,1,English,11070,17.35
6299,20.6,1.4,9,0.0166666666666667,0.55,0.186666666666667,0,0.246666666666667,0.800985813140869,1,English,11070,18.1
6300,56,1.8,3.6,0.0233333333333333,0.42,0.29,0,0.266666666666667,0.699317395687103,1,English,11070,18.15
6301,13,1.2,4.2,0.00666666666666667,0.646666666666667,0.17,0,0.176666666666667,0.836556494235992,1,English,11070,18.2
6302,28.8,0.8,4,0.00333333333333333,0.73,0.0866666666666667,0,0.18,0.717308819293976,1,English,11070,18.25
6303,24.6,1,2.4,0.02,0.52,0.183333333333333,0,0.276666666666667,0.755209922790527,1,English,11070,18.3
6304,21.8,1.8,7,0,0.533333333333333,0.106666666666667,0.00666666666666667,0.353333333333333,0.785328149795532,1,English,11070,18.35
6305,22.4,2,7.2,0,0.566666666666667,0.126666666666667,0.00333333333333333,0.303333333333333,0.780716061592102,1,English,11070,18.4
6306,25.4,1.6,8.4,0.00666666666666667,0.543333333333333,0.183333333333333,0.00666666666666667,0.26,0.777262806892395,1,English,11070,18.45
6307,19.8,1.2,3.2,0.0166666666666667,0.636666666666667,0.17,0.0233333333333333,0.153333333333333,0.849115133285522,1,English,11070,18.5
6308,19.6,1.6,4.6,0.00333333333333333,0.556666666666667,0.236666666666667,0.00666666666666667,0.196666666666667,0.829817712306976,1,English,11070,18.55
6309,8,0.8,6.2,0.0133333333333333,0.756666666666667,0.0466666666666667,0.00666666666666667,0.176666666666667,0.863378405570984,1,English,11070,19
6310,3.6,0.4,4.6,0.0166666666666667,0.68,0.1,0.0933333333333333,0.11,0.762371480464935,1,English,11070,19.05
6311,101.4,3.4,5,0.0233333333333333,0.356666666666667,0.0666666666666667,0.0333333333333333,0.52,0.837519347667694,1,English,11070,19.1
6312,27.2,3,10,0.0133333333333333,0.45,0.166666666666667,0.01,0.36,0.857897698879242,1,English,11070,19.15
6313,16,0.8,2.6,0.103333333333333,0.556666666666667,0.183333333333333,0.0166666666666667,0.14,0.758309483528137,1,English,11070,19.2
6314,36.8,1.6,4.6,0.02,0.556666666666667,0.153333333333333,0.01,0.26,0.808309078216553,1,English,11070,19.25
6315,89,2.4,2.8,0.03,0.406666666666667,0.106666666666667,0.00333333333333333,0.453333333333333,0.905784010887146,1,English,11070,19.3
6316,59.2,2.6,6,0.00666666666666667,0.493333333333333,0.09,0,0.41,0.908322513103485,1,English,11070,19.35
6317,35.8,2.6,7.8,0.02,0.5,0.156666666666667,0.0133333333333333,0.31,0.872775793075562,1,English,11070,19.4
6318,18.8,1.2,5.6,0.0266666666666667,0.513333333333333,0.23,0.00666666666666667,0.223333333333333,0.819826543331146,1,English,11070,19.45
6320,39.6,0.8,1.2,0.163333333333333,0.293333333333333,0.306666666666667,0.0433333333333333,0.193333333333333,0.516172230243683,1,English,11070,19.55
6321,63.8,2.2,5,0.00666666666666667,0.303333333333333,0.136666666666667,0.156666666666667,0.396666666666667,0.750660717487335,1,English,11070,20
6322,15.6,0.8,3,0.0266666666666667,0.28,0.05,0.466666666666667,0.176666666666667,0.736387491226196,1,English,11070,20.05
6323,71.8,0.4,0.4,0.07,0.28,0.05,0.316666666666667,0.283333333333333,0.63549268245697,1,English,11070,20.1
6332,1.4,0.2,1.4,0.233333333333333,0.32,0.04,0.366666666666667,0.04,0.767255306243896,1,English,11070,20.55
6334,3.4,0,0.4,0.00333333333333333,0.683333333333333,0.0233333333333333,0.0833333333333333,0.206666666666667,0.587531864643097,1,English,11070,21.05
6335,32.9411764705882,0,0,0.0196078431372549,0.372549019607843,0.0784313725490196,0.392156862745098,0.137254901960784,0.505104243755341,1,English,11070,21.1
6337,50.8,3.4,5.6,0.00333333333333333,0.376666666666667,0.29,0,0.33,0.838951051235199,1,English,11136,7.4
6338,41.4,3.2,9.6,0,0.456666666666667,0.18,0,0.363333333333333,0.833019077777863,1,English,11136,7.45
6339,42.4,4.6,10.4,0.00666666666666667,0.54,0.11,0,0.343333333333333,0.932119727134705,1,English,11136,7.5
6340,16.4,1.8,5.2,0.0233333333333333,0.386666666666667,0.41,0.00666666666666667,0.173333333333333,0.775964558124542,1,English,11136,7.55
6342,16,1.4,6,0.0166666666666667,0.253333333333333,0.503333333333333,0,0.226666666666667,0.611192405223846,1,English,11136,8.05
6343,62.4,3.8,8.2,0.00666666666666667,0.32,0.286666666666667,0,0.386666666666667,0.69196742773056,1,English,11136,8.1
6344,44.8,0.2,0.4,0.03,0.613333333333333,0.103333333333333,0,0.253333333333333,0.61915397644043,1,English,11136,8.15
6345,18.2,0,0,0.23,0.383333333333333,0.303333333333333,0,0.0833333333333333,0.65567284822464,1,English,11136,8.2
6346,71.4,0.4,0.6,0.0133333333333333,0.486666666666667,0.113333333333333,0.00333333333333333,0.383333333333333,0.73207700252533,1,English,11136,8.25
6347,51.4,1,1.4,0.0366666666666667,0.44,0.146666666666667,0.00333333333333333,0.373333333333333,0.853631377220154,1,English,11136,8.3
6348,100,1.4,1.6,0.00666666666666667,0.256666666666667,0.163333333333333,0,0.573333333333333,0.760130703449249,1,English,11136,8.35
6349,40.8,3,8,0.00666666666666667,0.323333333333333,0.3,0,0.37,0.747823357582092,1,English,11136,8.4
6350,0,0,1.2,0.27,0.326666666666667,0.36,0,0.0433333333333333,0.723912477493286,1,English,11136,8.45
6351,15.8,0.4,1.8,0.13,0.45,0.3,0,0.12,0.697669982910156,1,English,11136,8.5
6352,33.4,3.4,7.2,0.0166666666666667,0.273333333333333,0.44,0,0.27,0.81071662902832,1,English,11136,8.55
6353,60.4,4,5.4,0.0533333333333333,0.233333333333333,0.37,0,0.343333333333333,0.700040578842163,1,English,11136,9
6354,24.2,2.8,7.4,0.0266666666666667,0.383333333333333,0.343333333333333,0,0.246666666666667,0.760547876358032,1,English,11136,9.05
6355,68.2,6.6,15,0.00333333333333333,0.24,0.193333333333333,0,0.563333333333333,0.832480430603027,1,English,11136,9.1
6356,92.2,7.6,13.2,0,0.333333333333333,0.13,0,0.536666666666667,0.933516561985016,1,English,11136,9.15
6357,47.4,4.2,9.4,0.03,0.343333333333333,0.303333333333333,0,0.323333333333333,0.924508154392242,1,English,11136,9.2
6358,26.8,2.8,7.8,0.0233333333333333,0.373333333333333,0.386666666666667,0,0.216666666666667,0.863679468631744,1,English,11136,9.25
6359,22.4,1.8,5.8,0.0233333333333333,0.293333333333333,0.493333333333333,0,0.19,0.781650841236115,1,English,11136,9.3
6360,53.6,5,10.4,0.00333333333333333,0.38,0.18,0,0.436666666666667,0.870596468448639,1,English,11136,9.35
6361,63.6,6,12.4,0.0133333333333333,0.31,0.17,0,0.506666666666667,0.886448383331299,1,English,11136,9.4
6362,40,4.6,14.8,0.02,0.313333333333333,0.233333333333333,0,0.433333333333333,0.801434457302094,1,English,11136,9.45
6363,38.8,2.2,5,0.06,0.446666666666667,0.24,0,0.253333333333333,0.858331620693207,1,English,11136,9.5
6364,30,2.6,6,0.0166666666666667,0.573333333333333,0.19,0,0.22,0.876708030700684,1,English,11136,9.55
6365,34.6,2,5,0.12,0.303333333333333,0.156666666666667,0,0.42,0.794271528720856,1,English,11136,10
6366,3.8,0.4,1,0.0233333333333333,0.84,0.0733333333333333,0.00333333333333333,0.06,0.838189601898193,1,English,11136,10.05
6367,54.2,3.4,9.8,0.01,0.37,0.153333333333333,0,0.466666666666667,0.90524435043335,1,English,11136,10.1
6368,34.6,1.6,5.8,0.00333333333333333,0.253333333333333,0.15,0,0.593333333333333,0.605262696743011,1,English,11136,10.15
6369,66.6,7.2,16.6,0,0.34,0.116666666666667,0,0.543333333333333,0.918536484241486,1,English,11136,10.2
6370,44,4.4,12.2,0.00666666666666667,0.406666666666667,0.18,0,0.406666666666667,0.872108161449432,1,English,11136,10.25
6371,61.6,4.8,10.6,0.00333333333333333,0.393333333333333,0.133333333333333,0,0.47,0.937634706497192,1,English,11136,10.3
6372,14.4,1.8,7.2,0.0166666666666667,0.616666666666667,0.136666666666667,0,0.23,0.888079404830933,1,English,11136,10.35
6373,23.6,2.8,7.4,0.02,0.503333333333333,0.24,0,0.236666666666667,0.876708030700684,1,English,11136,10.4
6374,43.8,3.8,6.6,0,0.253333333333333,0.22,0,0.526666666666667,0.640005171298981,1,English,11136,10.45
6375,93.2,3.6,5.8,0,0.256666666666667,0.243333333333333,0,0.5,0.640005171298981,1,English,11136,10.5
6376,122.8,4.4,5.4,0,0.206666666666667,0.14,0,0.653333333333333,0.825662970542908,1,English,11136,10.55
6378,29.4,2.4,8.4,0.01,0.236666666666667,0.443333333333333,0,0.31,0.501699090003967,1,English,11136,13.45
6379,32.8,2.2,4.4,0.0133333333333333,0.376666666666667,0.38,0,0.23,0.748393654823303,1,English,11136,13.5
6380,10,0.4,3.2,0.0466666666666667,0.3,0.5,0.0166666666666667,0.136666666666667,0.713402271270752,1,English,11136,13.55
6381,28,1,3.6,0,0.616666666666667,0.203333333333333,0,0.18,0.837783753871918,1,English,11136,14
6382,21.2,0.8,2,0,0.73,0.12,0,0.15,0.747164726257324,1,English,11136,14.05
6383,97.6,1.8,2.6,0,0.386666666666667,0.13,0,0.483333333333333,0.672772407531738,1,English,11136,14.1
6384,13.2,1,2.2,0.00333333333333333,0.63,0.273333333333333,0.00333333333333333,0.09,0.871200442314148,1,English,11136,14.15
6385,32.8,2.6,7,0.00333333333333333,0.306666666666667,0.276666666666667,0.143333333333333,0.27,0.669391810894012,1,English,11136,14.2
6386,43.6,2.2,4.4,0.0233333333333333,0.37,0.246666666666667,0,0.36,0.614266693592072,1,English,11136,14.45
6387,33.2,2.2,8.6,0.02,0.363333333333333,0.243333333333333,0,0.373333333333333,0.599339127540588,1,English,11136,14.5
6388,30.8,2.6,4.4,0.00666666666666667,0.353333333333333,0.366666666666667,0.02,0.253333333333333,0.603927373886108,1,English,11136,14.55
6389,20,0.6,1,0.156666666666667,0.47,0.24,0,0.133333333333333,0.835529148578644,1,English,11136,15
6396,5.6,0.4,0.6,0.00666666666666667,0.02,0.936666666666667,0,0.0366666666666667,0.593948066234589,1,English,11136,15.35
6397,1.4,0,0.8,0.00333333333333333,0.02,0.963333333333333,0,0.0133333333333333,0.541147530078888,1,English,11136,15.4
6398,11.2,0.8,2.6,0,0.13,0.77,0,0.1,0.620850026607513,1,English,11136,15.45
6401,18,2,5,0,0.12,0.66,0.0133333333333333,0.206666666666667,0.530174434185028,1,English,11136,16
6402,15.4,1.2,3.4,0.00333333333333333,0.16,0.68,0,0.156666666666667,0.671495020389557,1,English,11136,16.05
6406,20.6,0.4,1,0.02,0.593333333333333,0.183333333333333,0.0533333333333333,0.15,0.663603007793427,1,English,11136,16.45
6407,20.8,1.8,3.4,0.0133333333333333,0.53,0.273333333333333,0.00333333333333333,0.18,0.892257213592529,1,English,11136,16.5
6410,2.2,0.2,0.8,0,0.00666666666666667,0.946666666666667,0.00333333333333333,0.0433333333333333,0.597166776657104,1,English,11136,17.05
6411,60.8,3.8,9.4,0.01,0.243333333333333,0.163333333333333,0,0.583333333333333,0.881517350673676,1,English,11136,17.1
6413,54,2.6,6,0.01,0.41,0.246666666666667,0,0.333333333333333,0.827559173107147,1,English,11136,17.2
6414,45.2,4.2,7.8,0.00666666666666667,0.413333333333333,0.213333333333333,0,0.366666666666667,0.8616783618927,1,English,11136,17.25
6415,43.6,5.4,11.8,0,0.446666666666667,0.176666666666667,0,0.376666666666667,0.842623710632324,1,English,11136,17.3
6416,40.8,3.6,7.2,0,0.516666666666667,0.196666666666667,0.00333333333333333,0.283333333333333,0.892577826976776,1,English,11136,17.35
6417,25,3.4,11.8,0,0.58,0.14,0,0.28,0.919098436832428,1,English,11136,17.4
6418,42.2,3.6,8.4,0.00333333333333333,0.44,0.22,0,0.336666666666667,0.854768753051758,1,English,11136,17.45
6419,47,5,10.8,0.00666666666666667,0.336666666666667,0.246666666666667,0,0.41,0.868122041225433,1,English,11136,17.5
6422,23.6,2.6,8.2,0.0166666666666667,0.336666666666667,0.446666666666667,0,0.2,0.821275174617767,1,English,11136,18.05
6423,35.8,2.4,3.4,0.0566666666666667,0.23,0.516666666666667,0,0.196666666666667,0.554578065872192,1,English,11136,18.1
6424,40.2,0,0.2,0.05,0.543333333333333,0.213333333333333,0,0.193333333333333,0.572494804859161,1,English,11136,18.15
6425,38.4,0,0.2,0.03,0.563333333333333,0.21,0,0.196666666666667,0.501871109008789,1,English,11136,18.2
6426,45.8,2,3,0,0.446666666666667,0.266666666666667,0,0.286666666666667,0.548941075801849,1,English,11136,18.25
6427,86,3.8,4.2,0,0.37,0.213333333333333,0,0.416666666666667,0.651415526866913,1,English,11136,18.3
6428,69.2,4.8,9.6,0.01,0.366666666666667,0.156666666666667,0,0.466666666666667,0.920282244682312,1,English,11136,18.35
6429,83.4,4.2,7.4,0.00333333333333333,0.386666666666667,0.133333333333333,0,0.476666666666667,0.937634706497192,1,English,11136,18.4
6430,91.6,5.6,10,0,0.286666666666667,0.143333333333333,0,0.57,0.941155135631561,1,English,11136,18.45
6431,80.8,3,4.2,0.00666666666666667,0.323333333333333,0.183333333333333,0,0.486666666666667,0.626078367233276,1,English,11136,18.5
6432,83.8,4.2,7.2,0.00333333333333333,0.353333333333333,0.156666666666667,0,0.486666666666667,0.894997954368591,1,English,11136,18.55
6433,50.6,3.4,7.8,0,0.42,0.213333333333333,0.00333333333333333,0.363333333333333,0.870422780513763,1,English,11136,19
6434,35.6,2,2,0.0366666666666667,0.37,0.376666666666667,0.0133333333333333,0.203333333333333,0.695219874382019,1,English,11136,19.05
6436,25,1.8,5.2,0.00666666666666667,0.443333333333333,0.186666666666667,0,0.363333333333333,0.764970183372498,1,English,11141,8.05
6437,22.8,2.2,7.6,0.0366666666666667,0.383333333333333,0.21,0.00666666666666667,0.363333333333333,0.729651570320129,1,English,11141,8.1
6438,9.6,0.2,3.2,0.01,0.54,0.276666666666667,0,0.173333333333333,0.666444540023804,1,English,11141,8.15
6439,16.8,2,8.8,0.0266666666666667,0.483333333333333,0.166666666666667,0.0133333333333333,0.31,0.785204768180847,1,English,11141,8.2
6440,12,1,5.2,0.0233333333333333,0.556666666666667,0.236666666666667,0,0.183333333333333,0.877297282218933,1,English,11141,8.25
6441,4.2,0.4,5.4,0.0133333333333333,0.506666666666667,0.376666666666667,0,0.103333333333333,0.849052727222443,1,English,11141,8.3
6442,8.2,1.2,6.6,0.00333333333333333,0.673333333333333,0.113333333333333,0.01,0.2,0.808746159076691,1,English,11141,8.35
6443,6.6,1,4,0.0666666666666667,0.56,0.266666666666667,0,0.106666666666667,0.91550624370575,1,English,11141,8.4
6444,0.6,0,1.8,0.00333333333333333,0.693333333333333,0.156666666666667,0.0133333333333333,0.133333333333333,0.549353718757629,1,English,11141,8.45
6445,0.8,0,3.8,0.0733333333333333,0.516666666666667,0.243333333333333,0.01,0.156666666666667,0.612355470657349,1,English,11141,8.5
6446,0.4,0.2,2.8,0.0133333333333333,0.616666666666667,0.283333333333333,0,0.0866666666666667,0.744194746017456,1,English,11141,8.55
6447,8.6,1.2,6.8,0.00666666666666667,0.656666666666667,0.126666666666667,0.0133333333333333,0.196666666666667,0.852319002151489,1,English,11141,9
6448,4.6,0.4,6.4,0.0133333333333333,0.42,0.443333333333333,0,0.123333333333333,0.824431180953979,1,English,11141,9.05
6449,1.2,0.4,2.8,0,0.283333333333333,0.603333333333333,0.00333333333333333,0.11,0.748883366584778,1,English,11141,9.1
6451,12,1.2,5.8,0.0166666666666667,0.256666666666667,0.416666666666667,0.00666666666666667,0.303333333333333,0.541252076625824,1,English,11141,9.2
6452,9,0.8,5.2,0.04,0.42,0.4,0.0166666666666667,0.123333333333333,0.827662169933319,1,English,11141,9.25
6453,6.2,1,5.8,0.0133333333333333,0.406666666666667,0.456666666666667,0.01,0.113333333333333,0.805671513080597,1,English,11141,9.3
6454,5,0.4,7.2,0.02,0.293333333333333,0.523333333333333,0.0233333333333333,0.14,0.754807829856873,1,English,11141,9.35
