SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12409,8.1,368,300,113,7,32
12409,8.15,668,300,147,7,37
12409,8.2,968,300,120,8,31
12409,8.25,1268,300,121,9,32
12409,8.35,1868,300,121,7,28
12409,8.5,2768,300,95,13,53
12409,8.55,3068,300,197,11,20
12409,9,3368,300,195,10,40
12409,9.05,3668,300,110,6,34
12409,9.1,3968,300,158,8,21
12409,9.2,4568,300,122,12,28
12409,9.25,4868,300,130,6,25
12409,9.45,6068,300,133,8,17
12409,10.25,8468,300,162,6,28
12409,10.3,8768,300,176,11,22
12409,11.15,11468,300,144,9,21
12409,11.35,12668,300,536,8,12
12409,11.4,12968,300,354,12,16
12409,11.45,13268,300,200,14,36
12409,12,14168,300,188,5,28
12409,12.05,14468,300,182,6,14
12409,12.1,14768,300,111,8,18
12409,14.35,23468,300,226,8,15
12409,14.45,24068,300,244,11,26
12409,14.5,24368,300,168,11,30
12409,14.55,24668,300,289,7,12
12409,15.1,25568,300,150,9,21
12409,15.3,26768,300,129,4,32
12409,16.55,31868,300,123,10,17
12409,18.5,38768,300,95,13,46
12409,19.4,41768,300,108,6,12
12409,20.05,43268,300,126,9,26
12409,20.1,43568,300,258,7,13
12409,20.2,44168,300,175,14,33
12409,20.25,44468,300,250,16,31
