subject,prop,time
11036.0,0.98,18.05
11036.0,0.897,14.2
11036.0,1.0,16.3
11036.0,0.704,16.45
11036.0,0.58,18.15
11036.0,1.0,14.5
11036.0,0.444,15.5
11036.0,0.874,13.5
11037.0,0.967,18.3
11037.0,0.857,6.1
11037.0,0.879,18.45
11037.0,0.978,6.45
11037.0,0.905,18.35
11037.0,0.978,9.35
11037.0,0.968,7.4
11037.0,0.994,6.05
11037.0,0.891,18.5
11037.0,0.929,12.35
11037.0,0.978,9.3
11037.0,1.0,9.15
11037.0,0.987,17.2
11037.0,0.996,12.3
11037.0,0.981,18.4
11037.0,0.98,9.55
11037.0,0.944,17.05
11037.0,0.944,9
11037.0,1.0,8.55
11037.0,0.963,12.15
11037.0,0.958,6.15
11037.0,0.988,12.1
11037.0,0.983,17.35
11037.0,0.987,8.05
11037.0,0.987,8
11037.0,0.983,17.55
11037.0,0.957,7.2
11037.0,0.982,18.25
11037.0,0.995,9.1
11037.0,0.963,14.35
11037.0,0.981,17.1
11037.0,0.995,17.4
11037.0,0.985,9.2
11037.0,0.975,17.5
11037.0,0.994,12
11037.0,0.979,9.4
11037.0,0.922,10.55
11037.0,0.943,8.1
11037.0,0.994,14.3
11037.0,0.964,18
11037.0,0.993,16.45
11037.0,0.968,14.25
11037.0,0.967,6.3
11037.0,0.906,8.5
11037.0,0.948,14.55
11037.0,0.976,9.45
11037.0,0.96,8.45
11037.0,0.909,17.15
11037.0,0.945,8.25
11037.0,0.971,8.2
11037.0,0.97,6.25
11037.0,0.989,14.5
11037.0,0.907,6.4
11037.0,0.965,16.25
11037.0,0.952,15
11037.0,0.987,6.55
11037.0,0.95,15.15
11037.0,0.907,6.2
11037.0,0.942,8.3
11037.0,0.923,14.45
11037.0,0.766,16.2
11037.0,0.956,8.35
11037.0,0.977,17.45
11037.0,1.0,7.05
11037.0,0.953,7.1
11037.0,0.926,6.35
11037.0,0.973,8.15
11037.0,0.972,11.55
11037.0,0.888,7.45
11037.0,0.968,16.15
11037.0,0.935,11.5
11037.0,0.896,8.4
11037.0,0.923,11
11037.0,0.75,11.05
11037.0,0.777,16.4
11037.0,0.714,9.25
11070.0,0.835,12.5
11070.0,0.927,12.2
11070.0,0.902,16.55
11070.0,0.833,12.45
11070.0,0.928,19.1
11070.0,0.997,17.25
11070.0,0.978,17.1
11070.0,0.967,17
11070.0,0.973,19.3
11070.0,0.829,13.35
11070.0,0.952,20.1
11070.0,0.988,12.55
11070.0,0.943,9
11070.0,0.937,20
11070.0,0.989,12.4
11070.0,0.979,19.35
11070.0,0.965,13
11070.0,0.928,18.15
11070.0,0.984,11.45
11070.0,0.914,17.35
11070.0,1.0,7.45
11070.0,0.957,12.05
11070.0,0.986,17.3
11070.0,0.914,12.35
11070.0,0.98,9.05
11070.0,1.0,11.5
11070.0,0.929,19.55
11070.0,0.972,19.25
11070.0,0.988,19.4
11070.0,0.93,13.05
11070.0,0.971,21.1
11070.0,0.9,16.5
11070.0,1.0,11.25
11070.0,0.986,18.25
11070.0,0.957,12.1
11070.0,0.963,19.15
11070.0,0.969,9.2
11070.0,0.968,18.45
11070.0,1.0,11.55
11070.0,0.991,18.3
11070.0,0.926,9.3
11070.0,1.0,8.55
11070.0,0.991,11.05
11070.0,0.973,18.4
11070.0,1.0,16.4
11070.0,0.944,18.35
11070.0,0.98,18.1
11070.0,1.0,7.3
11070.0,0.98,11.2
11070.0,0.989,18.5
11070.0,0.989,18.55
11070.0,0.989,17.15
11070.0,0.979,17.2
11070.0,1.0,9.4
11070.0,0.851,19.45
11070.0,0.975,19.2
11070.0,0.987,20.05
11070.0,0.922,9.15
11070.0,0.915,11.4
11070.0,1.0,11
11070.0,0.923,18.2
11070.0,0.95,11.35
11070.0,0.824,16.35
11070.0,0.957,16.3
11070.0,0.977,9.25
11070.0,0.977,9.35
11070.0,0.93,11.3
11070.0,0.972,19
11070.0,0.874,7.2
11070.0,0.647,10.5
11070.0,0.954,10
11070.0,0.857,12.3
11070.0,1.0,13.25
11070.0,1.0,16.45
11070.0,0.944,19.05
11070.0,0.411,21.05
11070.0,0.714,20.55
11136.0,0.814,10.55
11136.0,0.976,8.35
11136.0,0.954,14.1
11136.0,0.989,10.5
11136.0,0.993,9.15
11136.0,0.938,18.45
11136.0,0.974,18.3
11136.0,0.995,18.55
11136.0,0.968,18.4
11136.0,0.883,18.5
11136.0,0.969,8.25
11136.0,0.985,18.35
11136.0,0.976,9.1
11136.0,0.954,10.2
11136.0,0.981,9.4
11136.0,0.987,8.1
11136.0,0.987,10.3
11136.0,0.993,17.1
11136.0,0.897,9
11136.0,0.996,10.1
11136.0,0.992,17.2
11136.0,0.958,9.35
11136.0,0.988,8.3
11136.0,0.996,7.4
11136.0,0.936,19
11136.0,0.991,9.2
11136.0,0.974,17.5
11136.0,0.986,18.25
11136.0,0.991,17.25
11136.0,0.982,8.15
11136.0,0.995,10.25
11136.0,0.995,10.45
11136.0,1.0,14.45
11136.0,0.972,17.3
11136.0,0.995,7.5
11136.0,0.981,17.45
11136.0,0.985,7.45
11136.0,1.0,8.4
11136.0,0.985,17.35
11136.0,0.995,18.15
11136.0,0.97,9.45
11136.0,0.989,9.5
11136.0,0.932,18.2
11136.0,0.994,18.1
11136.0,0.971,19.05
11136.0,1.0,10
11136.0,0.965,10.15
11136.0,0.994,8.55
11136.0,0.987,14.5
11136.0,1.0,13.5
11136.0,0.939,14.2
11136.0,0.974,14.55
11136.0,0.98,9.55
11136.0,0.952,13.45
11136.0,0.957,14
11136.0,0.932,9.25
11136.0,0.968,17.4
11136.0,0.975,9.05
11136.0,1.0,10.4
11136.0,0.949,18.05
11136.0,0.946,9.3
11136.0,0.981,14.05
11136.0,0.99,16.5
11136.0,0.97,16.45
11136.0,0.909,15
11136.0,0.989,8.2
11136.0,0.911,16
11136.0,0.975,7.55
11136.0,0.987,8.05
11136.0,0.974,8.5
11136.0,0.935,16.05
11136.0,0.916,10.35
11136.0,0.848,14.15
11136.0,0.892,15.45
11136.0,0.559,13.55
11136.0,0.678,15.35
11136.0,0.578,10.05
11136.0,0.636,17.05
11141.0,0.884,19.35
11141.0,0.737,13.35
11141.0,0.975,10.05
11141.0,0.873,18.5
11141.0,0.985,19.15
11141.0,0.989,12.4
11141.0,0.938,12.5
11141.0,0.965,13.3
11141.0,0.964,19.25
11141.0,0.979,17
11141.0,0.838,19.2
11141.0,0.969,16.3
11141.0,0.973,18
11141.0,0.935,14
11141.0,0.84,17.25
11141.0,0.986,16.35
11141.0,0.993,16.25
11141.0,0.958,14.15
11141.0,0.985,17.2
11141.0,0.963,19
11141.0,0.977,16.55
11141.0,0.984,10.25
11141.0,0.992,10.3
11141.0,1.0,8.05
11141.0,0.936,17.45
11141.0,0.974,18.55
11141.0,1.0,8.1
11141.0,0.938,9.55
11141.0,0.99,18.4
11141.0,1.0,9.5
11141.0,1.0,14.1
11141.0,0.981,17.05
11141.0,0.951,10.1
11141.0,0.969,19.1
11141.0,1.0,12.55
11141.0,0.979,14.2
11141.0,0.936,14.05
11141.0,0.954,15.5
11141.0,1.0,8.2
11141.0,1.0,10.35
11141.0,1.0,15.45
11141.0,0.988,17.1
11141.0,0.939,14.25
11141.0,0.961,9.45
11141.0,0.96,18.45
11141.0,0.916,14.45
11141.0,0.909,15.1
11141.0,1.0,8.25
11141.0,0.983,9.2
11141.0,1.0,13.25
11141.0,1.0,15
11141.0,0.881,16.15
11141.0,0.961,16.5
11141.0,0.96,17.35
11141.0,0.937,8.15
11141.0,1.0,9.25
11141.0,1.0,14.55
11141.0,0.955,17.5
11141.0,0.953,9
11141.0,0.975,8.35
11141.0,0.975,13.45
11141.0,1.0,10.2
11141.0,0.897,14.4
11141.0,0.942,17.15
11141.0,0.969,8.4
11141.0,0.968,17.3
11141.0,1.0,9.3
11141.0,0.935,15.3
11141.0,0.931,18.15
11141.0,0.925,10.15
11141.0,1.0,9.35
11141.0,1.0,13
11141.0,0.919,13.15
11141.0,1.0,9.05
11141.0,0.913,18.1
11141.0,1.0,8.3
11141.0,0.952,13.1
11141.0,1.0,17.4
11141.0,0.9,18.3
11141.0,0.944,9.4
11141.0,0.823,16.2
11141.0,0.928,18.25
11141.0,0.846,13.55
11141.0,0.636,13.05
11141.0,0.857,15.35
11141.0,1.0,9.1
11141.0,1.0,18.2
11141.0,0.666,18.35
11141.0,1.0,8.5
11141.0,0.749,19.05
11141.0,0.666,8.45
11141.0,1.0,8.55
11200.0,0.936,7.4
11200.0,0.881,6.45
11200.0,0.98,7.5
11200.0,0.97,17.45
11200.0,0.848,10.4
11200.0,0.976,10.45
11200.0,0.878,17.35
11200.0,0.972,6.55
11200.0,0.9,11.15
11200.0,0.92,17.15
11200.0,0.879,10.3
11200.0,0.96,11.2
11200.0,0.983,12.55
11200.0,0.996,6.3
11200.0,0.875,13
11200.0,0.976,6.4
11200.0,0.926,10.5
11200.0,0.921,6.35
11200.0,0.914,11
11200.0,0.968,11.25
11200.0,0.838,16.55
11200.0,0.923,12.25
11200.0,1.0,17.1
11200.0,0.75,17.5
11200.0,0.888,18
11200.0,1.0,7.2
11200.0,1.0,12.4
11200.0,0.937,16.5
11200.0,0.866,17.05
11200.0,0.923,13.15
11200.0,0.666,8
11200.0,1.0,13.25
11200.0,0.874,17
11200.0,1.0,10.35
11200.0,1.0,11.05
11200.0,0.857,17.3
11200.0,0.833,12.2
11327.0,0.996,21.3
11327.0,0.976,9.1
11327.0,0.989,19.2
11327.0,0.963,16.4
11327.0,0.887,19.45
11327.0,0.984,9.45
11327.0,0.984,19.35
11327.0,0.99,9.25
11327.0,0.987,16.3
11327.0,0.931,19.3
11327.0,0.947,15.25
11327.0,0.977,19.15
11327.0,0.992,9.5
11327.0,0.962,11.45
11327.0,0.976,10.1
11327.0,0.947,10.35
11327.0,0.995,10.45
11327.0,0.974,10.5
11327.0,0.991,15.3
11327.0,0.938,13
11327.0,0.99,11.55
11327.0,0.985,12.5
11327.0,1.0,10
11327.0,0.995,11.2
11327.0,0.99,10.2
11327.0,1.0,9.3
11327.0,0.985,16.25
11327.0,0.97,21.25
11327.0,0.928,19.25
11327.0,0.972,13.15
11327.0,0.948,12.1
11327.0,0.952,21.35
11327.0,1.0,13.05
11327.0,0.949,20.45
11327.0,0.986,10.15
11327.0,0.986,10.4
11327.0,0.986,9.4
11327.0,0.917,11.4
11327.0,0.992,11.1
11327.0,0.962,19.4
11327.0,0.992,16.1
11327.0,0.952,13.1
11327.0,0.983,11.25
11327.0,0.974,10.05
11327.0,0.895,10.3
11327.0,0.961,13.2
11327.0,0.979,11.3
11327.0,0.989,16.5
11327.0,0.989,16
11327.0,0.905,10.25
11327.0,0.953,21.15
11327.0,0.975,11.35
11327.0,0.975,20.5
11327.0,0.987,11.05
11327.0,0.909,20.1
11327.0,0.971,9.55
11327.0,0.882,19
11327.0,0.966,19.5
11327.0,1.0,11
11327.0,0.982,15.55
11327.0,0.982,20.55
11327.0,0.982,16.2
11327.0,0.981,11.5
11327.0,0.981,20.05
11327.0,1.0,19.1
11327.0,0.981,20.25
11327.0,0.942,16.35
11327.0,0.938,20.2
11327.0,0.934,20
11327.0,0.976,16.45
11327.0,1.0,12.3
11327.0,1.0,12.55
11327.0,0.88,16.05
11327.0,1.0,15.4
11327.0,0.918,19.55
11327.0,1.0,16.55
11327.0,1.0,17.4
11327.0,1.0,20.15
11327.0,0.911,21.1
11327.0,0.935,20.3
11327.0,0.896,9.2
11327.0,1.0,18.5
11327.0,1.0,18.55
11327.0,0.884,20.35
11327.0,0.913,18.45
11327.0,0.952,17
11327.0,1.0,9.15
11327.0,0.95,18.3
11327.0,0.947,17.45
11327.0,0.888,11.15
11327.0,0.937,10.55
11327.0,0.933,12
11327.0,1.0,17.05
11327.0,0.928,18.35
11327.0,0.153,17.35
11417.0,0.561,19.45
11417.0,0.938,16.35
11417.0,0.882,7.2
11417.0,0.981,9.1
11417.0,0.996,8.3
11417.0,0.977,8.25
11417.0,1.0,12.35
11417.0,0.958,16.4
11417.0,0.86,20.15
11417.0,0.954,7.1
11417.0,0.95,14.45
11417.0,0.922,7.15
11417.0,0.981,18
11417.0,0.99,14.3
11417.0,1.0,7.35
11417.0,0.98,14.35
11417.0,0.921,10.3
11417.0,0.994,17.05
11417.0,0.967,16.45
11417.0,0.972,7.4
11417.0,0.977,12.3
11417.0,1.0,7.5
11417.0,0.976,9.2
11417.0,0.964,9.05
11417.0,0.993,12.45
11417.0,0.956,13.1
11417.0,0.961,12.5
11417.0,0.979,12.4
11417.0,0.972,12.25
11417.0,0.971,15.05
11417.0,0.948,10.35
11417.0,0.984,17
11417.0,0.945,7.45
11417.0,0.958,14.2
11417.0,0.974,12.55
11417.0,0.973,10.15
11417.0,1.0,16.15
11417.0,0.954,16.3
11417.0,0.971,17.35
11417.0,1.0,16.2
11417.0,0.941,18.05
11417.0,0.979,17.5
11417.0,0.989,13
11417.0,0.978,8.5
11417.0,0.967,17.3
11417.0,0.965,9.25
11417.0,1.0,8.35
11417.0,1.0,8.4
11417.0,0.976,16.5
11417.0,0.963,8.55
11417.0,1.0,9.3
11417.0,0.987,9.4
11417.0,0.987,13.3
11417.0,0.987,13.05
11417.0,0.974,17.45
11417.0,0.973,17.25
11417.0,0.986,17.1
11417.0,0.944,13.5
11417.0,0.941,10.25
11417.0,0.921,8.45
11417.0,0.949,16.25
11417.0,0.982,13.25
11417.0,0.963,17.2
11417.0,0.962,17.4
11417.0,0.96,17.15
11417.0,0.979,13.2
11417.0,0.937,10
11417.0,1.0,13.45
11417.0,0.955,15.1
11417.0,0.906,17.55
11417.0,1.0,9.45
11417.0,0.923,10.05
11417.0,0.805,15
11417.0,1.0,14.25
11417.0,0.793,14.5
11417.0,0.956,9.5
11417.0,1.0,10.1
11417.0,0.954,18.1
11417.0,1.0,9.35
11417.0,0.857,10.2
11417.0,0.888,13.15
11417.0,0.812,9.55
11417.0,0.307,16.55
11611.0,0.994,18.1
11611.0,0.883,18.05
11611.0,0.971,17.35
11611.0,0.938,18.55
11611.0,0.947,17.4
11611.0,0.803,7.45
11611.0,0.916,18.15
11611.0,0.866,7.25
11611.0,0.861,13.35
11611.0,0.96,7.2
11611.0,0.986,13.2
11611.0,0.894,7.15
11611.0,0.953,13.4
11611.0,0.994,18.45
11611.0,1.0,17.3
11611.0,0.913,18.5
11611.0,0.928,14.5
11611.0,0.917,13.55
11611.0,1.0,8.5
11611.0,0.888,17.5
11611.0,0.992,18.2
11611.0,0.992,13.45
11611.0,1.0,9
11611.0,0.968,17.45
11611.0,0.975,13.5
11611.0,0.957,7.4
11611.0,0.982,14.05
11611.0,0.982,17.25
11611.0,0.881,18.4
11611.0,0.854,10.4
11611.0,0.941,6.45
11611.0,0.948,14.15
11611.0,0.972,7.3
11611.0,0.986,9.1
11611.0,0.985,9.35
11611.0,0.985,14
11611.0,1.0,7.35
11611.0,0.971,16.45
11611.0,1.0,6.55
11611.0,0.985,9.3
11611.0,0.954,10.25
11611.0,1.0,9.05
11611.0,1.0,9.2
11611.0,0.968,10.1
11611.0,1.0,10.15
11611.0,0.983,18
11611.0,0.916,15
11611.0,0.89,9.25
11611.0,0.979,9.15
11611.0,0.979,18.3
11611.0,0.978,13.25
11611.0,1.0,7.1
11611.0,1.0,8.05
11611.0,0.956,17.05
11611.0,1.0,10.2
11611.0,0.954,18.25
11611.0,0.928,16.25
11611.0,1.0,8.3
11611.0,0.846,17.1
11611.0,0.909,10.3
11611.0,0.966,17.15
11611.0,1.0,8
11611.0,0.862,18.35
11611.0,1.0,7.55
11611.0,0.919,10
11611.0,0.826,10.05
11611.0,0.947,9.5
11611.0,1.0,6.5
11611.0,0.944,13.3
11611.0,0.882,7.05
11611.0,0.933,7
11611.0,0.857,8.45
11611.0,0.833,10.35
11611.0,0.9,8.1
11611.0,0.777,9.55
11611.0,0.428,15.05
11655.0,0.843,11
11655.0,0.833,17
11655.0,0.754,10.55
11655.0,0.944,16.5
11655.0,0.919,18.05
11655.0,0.988,17.05
11655.0,0.881,8.25
11655.0,0.798,7.15
11655.0,0.983,18.25
11655.0,0.974,19.1
11655.0,0.912,8.1
11655.0,0.932,16.45
11655.0,0.927,18.15
11655.0,0.655,7.35
11655.0,0.966,7.3
11655.0,0.982,7.4
11655.0,1.0,17.35
11655.0,0.964,18.2
11655.0,0.851,16.35
11655.0,0.739,12.55
11655.0,0.823,18.5
11655.0,0.821,13.55
11655.0,0.739,17.4
11655.0,0.764,13.3
11655.0,0.923,13.1
11655.0,1.0,13
11655.0,0.833,13.15
11655.0,1.0,13.35
