SUBJECT,unclean_mean_awc,unclean_sd_awc,unclean_mean_ctc,unclean_sd_ctc,unclean_mean_cvc,unclean_sd_cvc,unclean_total_hrs,clean_mean_awc,clean_sd_awc,clean_mean_ctc,clean_sd_ctc,clean_mean_cvc,clean_sd_cvc,clean_total_hrs
12830,1600.861397955477,950.5694106931143,60.432774635462614,39.60132764839017,157.66696071817756,99.93391755949467,10.706111111111111,1714.18487394958,936.9952418947139,64.84033613445378,39.276313318319325,167.69747899159665,101.76662994172978,9.916666666666666
12840,603.959311875054,283.6565892167157,33.507189580151575,16.50596769950098,159.44442843558195,71.06777601612976,9.639722222222222,634.0455277634259,287.51172571608697,35.34024253107619,16.50596769950098,167.40114883141356,72.04228556265348,9.139722222222222
12878,1818.3362380028964,825.8911578080096,72.37291047890227,25.481276548584738,263.6883575934608,82.7398258874092,11.31638888888889,1904.397111726494,819.5573454153422,76.21315251429903,25.451677327592357,277.3674266932374,83.3846054391482,10.733055555555556
12959,2101.279799247177,1268.0256306557844,92.74780426599749,44.741682822823975,260.3764115432873,95.62505694195175,9.9625,2227.4693369674706,1272.6611673849789,98.54832019908751,44.741682822823975,270.58126444273273,97.82308551975888,9.376111111111111
12971,958.2762321472799,835.0251819828277,27.639725914306943,24.763976769786904,91.73615124246678,51.07409946698655,10.094166666666666,998.0022583166855,839.088954001465,28.559020237991838,24.83728868236042,94.64084078867367,51.30178093665684,9.594166666666666
13044,976.6432301543308,576.3598307875511,47.47206581672842,29.077326374529505,223.916912215188,119.04353672654234,9.52138888888889,1077.289174299964,588.3215725496327,52.10418228640349,29.867282190627012,242.33138833653877,123.49987118138294,8.52138888888889
13061,2968.7484858762537,1257.3350846737376,81.98071611996706,43.7873649964614,160.82174523959495,72.45604728301696,11.466111111111111,3057.8912966966664,1294.9825785653948,84.61963899643018,44.35078831590735,165.80019106038512,73.57412259178845,11.049444444444445
13069,1337.3747726049862,925.1532651958615,44.73596556406775,22.925184897053775,167.78293064131802,90.34144631937725,10.841388888888888,1406.2439024390244,929.8692698300977,47.21951219512195,22.97155431598628,174.2439024390244,92.39276528453446,10.25
13079,1746.2656529516996,914.6831377172329,93.88416815742399,56.14935440412472,283.7656529516995,164.66605324385804,9.937777777777777,1783.794013074894,921.2663673970573,95.58435600412892,56.52165045092871,289.43686202546166,165.41811120657712,9.687777777777777
13081,1674.3508781086089,693.051503399016,73.2757495889982,37.552387649546574,246.88291015370163,150.66157138072433,10.644722222222223,1769.8351784876177,691.9079626567964,77.52408823610612,37.552387649546574,260.99776372822396,150.65785037225203,10.061388888888889
13128,2234.7840744361665,1158.156811489705,87.38158648821765,54.159696521239184,279.1356235040286,156.41256634008315,8.239722222222222,2341.338053097345,1153.3380329208858,91.75221238938053,54.159696521239184,293.0973451327434,156.41256634008315,7.847222222222222
13131,422.39131591550046,245.66214789643703,16.186878092906934,11.766670958879809,113.59548768158358,57.41222549565237,10.440555555555555,436.95616028376656,248.24416133388442,16.75996231225406,11.816013787152663,118.018067948789,57.599242419260406,10.023888888888889
13142,1632.8364657593434,658.7588855042255,72.75869518254483,36.31609800569128,267.5307841866494,124.78037115524631,11.5725,1763.2595604911237,668.2508741253024,78.7362164698522,36.5458966794162,286.50973645108314,129.13871492433123,10.655833333333334
13191,1632.3443376514836,572.4427975005507,48.55829502716256,36.04484386470233,156.8742164646887,116.2701871085465,11.965,1666.154502774221,572.8233607004017,49.59453691848058,36.04484386470233,160.22193768672642,116.2701871085465,11.715
13293,2395.4745443117536,1576.710909110827,100.52976564604471,70.04258444948785,247.068330789261,115.99772725046266,9.280833333333334,2405.8687828734887,1631.663740982303,103.31272492387191,70.04258444948785,253.90790809264556,115.99772725046266,9.030833333333334
13304,1319.6916273232534,693.1716740440061,32.48670292236897,24.135350660704134,111.87473854060838,71.6751932912171,9.296111111111111,1450.9098288574714,726.3137313610671,36.28492186971521,24.199298762692703,117.49983088682947,71.80967057352922,8.212777777777777
13326,665.402412197527,422.42738717547354,14.10907987559736,8.741296037216472,57.07350375483577,30.10302821465488,10.985833333333334,691.4553065747353,432.96574152389167,15.070179758680128,8.776425298812782,60.674710662398425,30.985314966766815,10.1525
13503,2081.338376491126,1026.4952250106655,71.12016293279022,35.7401183630673,154.39045679371546,71.4916820760332,9.547222222222222,2269.6,1027.3373756139379,77.6,35.7401183630673,168.22857142857143,71.62824904048723,8.75
13604,647.5499734654165,290.3529070046667,21.97063506102954,10.703652732510609,147.6384220767734,73.15172070720034,9.421666666666667,701.1428571428572,303.37760249723397,25.346938775510207,10.703652732510609,169.46938775510205,73.66673522552685,8.166666666666666
13628,1540.4981186167354,1120.596711082488,23.608672280953233,9.764447984624859,70.69700770471242,23.064161713696762,7.751388888888889,1835.064935064935,1130.4598130357792,28.363636363636363,9.807026959164423,81.81818181818181,25.149552679918582,6.416666666666667
13648,1740.439504925486,1105.20794423493,70.32078807779742,31.413662343289136,217.32760798181357,64.09424878468214,9.8975,1780.2539518009846,1103.9575420030676,72.0393884426017,31.358629376355662,222.85566208862397,64.11140871383756,9.6475
911343,962.2558949841989,722.3134969518345,43.17316262863625,22.115399817568505,215.18515517381087,126.60350299141399,10.284166666666668,1008.9854823468773,728.3256431186825,45.563095953955845,22.286699389926937,227.30006013229104,127.5283390965603,9.700833333333334
911401,907.7794726519938,866.775541467175,20.919590324689473,18.988718455215153,116.4959686206145,110.6112077762208,7.648333333333333,1240.9345794392525,824.2205733730677,26.542056074766357,16.40339686075505,88.22429906542057,44.91897467345271,5.35
911429,1495.3319981512864,772.8837276138348,46.95732552765367,30.535393503445416,184.6864889847481,115.08068518463081,10.818333333333333,1576.3645468202305,786.1939067268069,49.27391086629945,29.9995726465288,194.39158738107162,112.31606045395928,9.985
13151,2288.001882519046,1713.6244660385953,64.17036797364474,32.71502295999083,131.51748683707387,70.62513073197876,9.44361111111111,2341.952442819591,1719.7998892577325,65.58902619572771,32.971406344947376,134.7675015862465,70.64395361117738,9.19361111111111
