X1,AWC,CTC,CVC,noise,silence,distant,tv,meaningful,xgb_pred,CDSpred,language,SUBJECT,Time,Duration
1,63.2727272727273,1.90909090909091,4.09090909090909,0,0.3,0.0454545454545455,0.259090909090909,0.395454545454545,0.880049407482147,1,Spanish,187,12,220
2,20,1.6,5,0.0266666666666667,0.486666666666667,0.146666666666667,0,0.34,0.86038064956665,1,Spanish,187,12.05,300
3,27.8,0.8,4.2,0.0166666666666667,0.523333333333333,0.16,0,0.3,0.607244431972504,1,Spanish,187,12.1,300
4,38.2,1.6,2.8,0.0133333333333333,0.673333333333333,0.0566666666666667,0,0.256666666666667,0.841680109500885,1,Spanish,187,12.15,300
5,50.8,1.4,2.6,0,0.663333333333333,0.0566666666666667,0,0.28,0.763598263263702,1,Spanish,187,12.2,300
6,38.6,2.2,4.8,0.01,0.63,0.06,0.00333333333333333,0.296666666666667,0.820233166217804,1,Spanish,187,12.25,300
7,44,1.8,3.6,0,0.653333333333333,0.0833333333333333,0,0.263333333333333,0.763598263263702,1,Spanish,187,12.3,300
8,42.4,2.4,6,0.0166666666666667,0.576666666666667,0.0666666666666667,0.0333333333333333,0.306666666666667,0.893495261669159,1,Spanish,187,12.35,300
9,56.4,2.2,5.6,0.0366666666666667,0.42,0.12,0.0266666666666667,0.396666666666667,0.856490612030029,1,Spanish,187,12.4,300
10,39.4,1.8,5,0.0366666666666667,0.583333333333333,0.0833333333333333,0,0.296666666666667,0.836105644702911,1,Spanish,187,12.45,300
11,69.4,2.4,3.4,0.0366666666666667,0.436666666666667,0.12,0.03,0.376666666666667,0.771650433540344,1,Spanish,187,12.5,300
13,44.8,1.4,2.8,0.00333333333333333,0.543333333333333,0.08,0.0533333333333333,0.32,0.724049806594849,1,Spanish,187,13,300
14,18.6,0.2,0.4,0.0233333333333333,0.726666666666667,0.0566666666666667,0.0266666666666667,0.166666666666667,0.644082307815552,1,Spanish,187,13.05,300
15,34.8,1.2,2.4,0.08,0.583333333333333,0.106666666666667,0.0133333333333333,0.216666666666667,0.774941742420197,1,Spanish,187,13.1,300
16,28.6,0.8,4,0.156666666666667,0.253333333333333,0.253333333333333,0.00333333333333333,0.333333333333333,0.573551416397095,1,Spanish,187,13.15,300
17,14.6,0.6,1,0.00333333333333333,0.343333333333333,0.05,0.526666666666667,0.0766666666666667,0.637804925441742,1,Spanish,187,13.2,300
19,5.8,0.2,1,0.0133333333333333,0.28,0.203333333333333,0.446666666666667,0.0566666666666667,0.569124698638916,1,Spanish,187,13.3,300
20,9,0.2,0.4,0.0166666666666667,0.596666666666667,0.31,0,0.0766666666666667,0.734533250331879,1,Spanish,187,13.35,300
21,8.2,0.8,1.8,0.01,0.62,0.263333333333333,0,0.106666666666667,0.803767204284668,1,Spanish,187,13.4,300
22,15.6,1,5.8,0.0233333333333333,0.343333333333333,0.1,0.323333333333333,0.21,0.743255853652954,1,Spanish,187,13.45,300
25,14.8,0.8,3.2,0.01,0.53,0.33,0,0.13,0.798520743846893,1,Spanish,187,14,300
26,2.8,0,1.4,0.00333333333333333,0.45,0.493333333333333,0,0.0533333333333333,0.602496087551117,1,Spanish,187,14.05,300
30,9.2,0.8,1,0,0.5,0.126666666666667,0.306666666666667,0.0666666666666667,0.7374387383461,1,Spanish,187,14.25,300
31,32.4,1.6,4.4,0.07,0.43,0.246666666666667,0.01,0.243333333333333,0.669537842273712,1,Spanish,187,14.3,300
32,19.8,1.4,5.2,0.0733333333333333,0.486666666666667,0.136666666666667,0,0.303333333333333,0.87279599905014,1,Spanish,187,14.35,300
33,20.4,0.6,1,0.05,0.583333333333333,0.236666666666667,0,0.13,0.808031618595123,1,Spanish,187,14.4,300
34,4.4,0.2,0.4,0.0233333333333333,0.473333333333333,0.0566666666666667,0.373333333333333,0.0733333333333333,0.615852296352386,1,Spanish,187,14.45,300
35,20.4,1,1.8,0.00666666666666667,0.513333333333333,0.186666666666667,0.183333333333333,0.11,0.802934944629669,1,Spanish,187,14.5,300
36,32.4,1.6,5,0.0233333333333333,0.533333333333333,0.22,0,0.223333333333333,0.775648951530457,1,Spanish,187,14.55,300
37,25.6,1.4,2.8,0.01,0.473333333333333,0.313333333333333,0.00333333333333333,0.2,0.850049495697021,1,Spanish,187,15,300
38,23.4,1.6,3.2,0.0266666666666667,0.56,0.16,0.00333333333333333,0.25,0.823502898216248,1,Spanish,187,15.05,300
40,28.4,1.2,1.2,0.0266666666666667,0.72,0.07,0,0.183333333333333,0.681837141513824,1,Spanish,187,15.15,300
41,53.2,1.8,2,0.0166666666666667,0.616666666666667,0.09,0,0.276666666666667,0.76410329341888406,1,Spanish,187,15.2,300
42,48.2,2.8,4.8,0.0166666666666667,0.603333333333333,0.0533333333333333,0,0.326666666666667,0.833826839923859,1,Spanish,187,15.25,300
43,17,0.8,3.6,0.123333333333333,0.61,0.106666666666667,0.00333333333333333,0.156666666666667,0.833241403102875,1,Spanish,187,15.3,300
44,36.4,1,2.2,0.08,0.526666666666667,0.15,0.00333333333333333,0.24,0.887866616249084,1,Spanish,187,15.35,300
45,72.8,2.2,4,0.123333333333333,0.323333333333333,0.116666666666667,0.01,0.426666666666667,0.714439272880554,1,Spanish,187,15.4,300
46,41.8,1.4,1.8,0.0133333333333333,0.323333333333333,0.133333333333333,0,0.53,0.810464382171631,1,Spanish,187,15.45,300
47,103.6,3.2,4.4,0,0.41,0.0266666666666667,0,0.563333333333333,0.937359392642975,1,Spanish,187,15.5,300
48,48,2.4,4,0.02,0.613333333333333,0.0366666666666667,0.00333333333333333,0.326666666666667,0.820233166217804,1,Spanish,187,15.55,300
49,44.2,1.8,3.6,0.0133333333333333,0.61,0.0733333333333333,0,0.303333333333333,0.788793325424194,1,Spanish,187,16,300
50,33.4,3,8.4,0.02,0.62,0.03,0,0.33,0.87889575958252,1,Spanish,187,16.05,300
51,26.4,1.6,3.2,0.00333333333333333,0.74,0.0366666666666667,0,0.22,0.746085524559021,1,Spanish,187,16.1,300
52,44,4,7,0,0.65,0.0166666666666667,0.00333333333333333,0.33,0.919504284858704,1,Spanish,187,16.15,300
53,32,3.2,8,0.02,0.496666666666667,0.186666666666667,0.00333333333333333,0.293333333333333,0.871266961097717,1,Spanish,187,16.2,300
54,32.2,3,7.4,0.0266666666666667,0.573333333333333,0.14,0.00333333333333333,0.256666666666667,0.903553009033203,1,Spanish,187,16.25,300
55,37.2,2.6,5.6,0.0133333333333333,0.443333333333333,0.116666666666667,0.0133333333333333,0.413333333333333,0.816075325012207,1,Spanish,187,16.3,300
56,27.2,1.8,3.8,0,0.71,0.0666666666666667,0.0166666666666667,0.206666666666667,0.794023931026459,1,Spanish,187,16.35,300
57,41,4.8,10.4,0.0266666666666667,0.526666666666667,0.0933333333333333,0.00666666666666667,0.346666666666667,0.94643646478653,1,Spanish,187,16.4,300
58,41.4,2.2,4.8,0.07,0.476666666666667,0.136666666666667,0.00666666666666667,0.31,0.903724551200867,1,Spanish,187,16.45,300
59,17.8,0.8,3.4,0.06,0.62,0.09,0,0.23,0.81617796421051,1,Spanish,187,16.5,300
60,23.2,1,2.6,0.00666666666666667,0.543333333333333,0.05,0.0233333333333333,0.376666666666667,0.74190312623977706,1,Spanish,187,16.55,300
62,11.4,0.6,0.8,0.0133333333333333,0.74,0.0666666666666667,0.0533333333333333,0.126666666666667,0.789156854152679,1,Spanish,187,17.05,300
63,7.4,0,0.2,0.00333333333333333,0.773333333333333,0.04,0.09,0.0933333333333333,0.565787434577942,1,Spanish,187,17.1,300
64,9.8,0.4,1.4,0.00666666666666667,0.736666666666667,0.06,0.1,0.0966666666666667,0.755588233470917,1,Spanish,187,17.15,300
70,35.8,0.8,2.4,0.0233333333333333,0.453333333333333,0.09,0.216666666666667,0.216666666666667,0.619402408599854,1,Spanish,187,17.45,300
71,14,0.8,2.2,0,0.25,0.0366666666666667,0.57,0.143333333333333,0.635226607322693,1,Spanish,187,17.5,300
72,2.8,0.2,0.6,0,0.213333333333333,0.01,0.716666666666667,0.06,0.590866982936859,1,Spanish,187,17.55,300
75,15.6,0.6,0.6,0,0.163333333333333,0.03,0.72,0.0866666666666667,0.582761883735657,1,Spanish,187,18.1,300
76,1.8,0,1.2,0.00333333333333333,0.42,0.09,0.453333333333333,0.0333333333333333,0.619143426418304,1,Spanish,187,18.15,300
79,21.8918918918919,0.810810810810811,1.62162162162162,0,0.608108108108108,0.22972972972973,0,0.162162162162162,0.804890394210815,1,Spanish,187,13.1,74
80,41,1.4,3.2,0.0133333333333333,0.55,0.05,0.14,0.246666666666667,0.752091407775879,1,Spanish,187,13.15,300
81,44.4,1.6,3,0.00333333333333333,0.51,0.0933333333333333,0.07,0.323333333333333,0.715220987796783,1,Spanish,187,13.2,300
82,43.6,5.8,13.2,0.02,0.416666666666667,0.123333333333333,0.00666666666666667,0.433333333333333,0.936369240283966,1,Spanish,187,13.25,300
83,27.8,1.6,5.8,0.0233333333333333,0.54,0.186666666666667,0.00333333333333333,0.246666666666667,0.865800023078918,1,Spanish,187,13.3,300
90,1.2,0,0.4,0.00333333333333333,0,0.986666666666667,0,0.01,0.53482574224472,1,Spanish,187,14.05,300
93,3,0.2,0.2,0.00333333333333333,0,0.956666666666667,0,0.04,0.556931912899017,1,Spanish,187,14.2,300
94,4,0.6,1.4,0.0166666666666667,0.28,0.65,0.00333333333333333,0.05,0.781973779201508,1,Spanish,187,14.25,300
99,6.8,0.2,0.4,0,0.00333333333333333,0.963333333333333,0,0.0333333333333333,0.505015850067139,1,Spanish,187,14.5,300
104,9.8,0.8,2,0.0733333333333333,0.11,0.736666666666667,0.00666666666666667,0.0733333333333333,0.51763641834259,1,Spanish,187,15.15,300
107,11.2,1.4,3.6,0.00333333333333333,0.01,0.87,0.00333333333333333,0.113333333333333,0.732518911361694,1,Spanish,187,15.3,300
108,1.2,0.2,2,0,0.00666666666666667,0.93,0,0.0633333333333333,0.634054660797119,1,Spanish,187,15.35,300
109,4.2,0,1.4,0,0,0.94,0,0.06,0.543219029903412,1,Spanish,187,15.4,300
112,0.8,0.2,0.8,0.0366666666666667,0.0133333333333333,0.913333333333333,0,0.0366666666666667,0.615378618240356,1,Spanish,187,15.55,300
113,15,1,3.8,0.0466666666666667,0.00333333333333333,0.81,0,0.14,0.648381948471069,1,Spanish,187,16,300
118,24.8,1,2.8,0.14,0.386666666666667,0.22,0.00333333333333333,0.25,0.758526623249054,1,Spanish,187,16.25,300
119,61.6,2.6,3.8,0.0366666666666667,0.256666666666667,0.223333333333333,0,0.483333333333333,0.585772573947906,1,Spanish,187,16.3,300
120,97.6,1.2,1.4,0.0533333333333333,0.383333333333333,0.133333333333333,0.0166666666666667,0.413333333333333,0.536330819129944,1,Spanish,187,16.35,300
121,92.6,0.8,0.8,0.116666666666667,0.35,0.19,0,0.343333333333333,0.656505882740021,1,Spanish,187,16.4,300
124,70.4,2.8,6.8,0.0233333333333333,0.103333333333333,0.34,0.0466666666666667,0.486666666666667,0.571024358272552,1,Spanish,187,16.55,300
130,38.2,0.8,1.2,0.0433333333333333,0.3,0.15,0.246666666666667,0.26,0.516418159008026,1,Spanish,187,17.25,300
131,38.2,1,1.8,0.0233333333333333,0.433333333333333,0.09,0.256666666666667,0.196666666666667,0.708129584789276,1,Spanish,187,17.3,300
132,26.6,0,0.2,0.03,0.696666666666667,0.0933333333333333,0.0466666666666667,0.133333333333333,0.540183663368225,1,Spanish,187,17.35,300
133,32.2,0.8,2.2,0.0666666666666667,0.55,0.153333333333333,0.0266666666666667,0.203333333333333,0.676800489425659,1,Spanish,187,17.4,300
135,80.4,3.6,5.6,0.0233333333333333,0.31,0.183333333333333,0,0.483333333333333,0.643545866012573,1,Spanish,187,17.5,300
141,31.8,0.2,1.8,0.0133333333333333,0.576666666666667,0.193333333333333,0.00666666666666667,0.21,0.545881330966949,1,Spanish,187,18.3,300
143,59.8,2,3.6,0.0133333333333333,0.483333333333333,0.133333333333333,0.0366666666666667,0.333333333333333,0.710699915885925,1,Spanish,187,18.4,300
144,36.6,1.4,3.4,0.02,0.526666666666667,0.16,0.00666666666666667,0.286666666666667,0.811792075634003,1,Spanish,187,18.45,300
145,56,2.2,4.8,0,0.496666666666667,0.123333333333333,0.0266666666666667,0.353333333333333,0.856977760791779,1,Spanish,187,18.5,300
146,39.6,2.6,4.6,0.1,0.423333333333333,0.103333333333333,0.0366666666666667,0.336666666666667,0.804020583629608,1,Spanish,187,18.55,300
147,51.2,2.4,5.2,0.0366666666666667,0.346666666666667,0.103333333333333,0.0966666666666667,0.416666666666667,0.727095484733582,1,Spanish,187,19,300
150,16.2,0.8,1.6,0.0266666666666667,0.373333333333333,0.18,0.336666666666667,0.0833333333333333,0.715425848960876,1,Spanish,187,19.15,300
151,25.2,1.6,4.2,0.0233333333333333,0.56,0.173333333333333,0.00333333333333333,0.24,0.799816846847534,1,Spanish,187,19.2,300
152,10.4,0.4,1.2,0,0.606666666666667,0.0933333333333333,0.0766666666666667,0.223333333333333,0.52455073595047,1,Spanish,187,19.25,300
153,18.8,0.8,0.8,0.01,0.74,0.08,0.00333333333333333,0.166666666666667,0.622658848762512,1,Spanish,187,19.3,300
154,17.2,0,0.4,0.203333333333333,0.303333333333333,0.303333333333333,0.00666666666666667,0.183333333333333,0.500186622142792,1,Spanish,187,19.35,300
156,56.4444444444444,2.66666666666667,11.5555555555556,0.0740740740740741,0.288888888888889,0.148148148148148,0.0148148148148148,0.474074074074074,0.843931794166565,1,Spanish,187,19.45,135
157,35.1351351351351,1.62162162162162,7.56756756756757,0,0.234234234234234,0.0630630630630631,0.144144144144144,0.558558558558559,0.762221693992615,1,Spanish,187,19.5,111
158,58.8,2,5,0,0.376666666666667,0.02,0.13,0.473333333333333,0.901322245597839,1,Spanish,187,19.55,300
159,20.4,0.2,1.4,0,0.57,0.00666666666666667,0.286666666666667,0.136666666666667,0.697362899780273,1,Spanish,187,20,300
160,14.4,1.4,12.8,0.00666666666666667,0.346666666666667,0.0133333333333333,0.213333333333333,0.42,0.840261697769165,1,Spanish,187,20.05,300
161,41.4,1.8,4.4,0.0166666666666667,0.363333333333333,0.08,0.0266666666666667,0.513333333333333,0.776555240154266,1,Spanish,187,20.1,300
162,15.1401869158878,1.1214953271028,2.80373831775701,0.0373831775700935,0.546728971962617,0.257009345794392,0.00467289719626168,0.154205607476636,0.816109597682953,1,Spanish,187,20.15,214
164,54,0.2,0.4,0.01,0.473333333333333,0.146666666666667,0.00333333333333333,0.366666666666667,0.624994516372681,1,Spanish,187,13,300
165,40,0,0.2,0.0266666666666667,0.526666666666667,0.153333333333333,0,0.293333333333333,0.522013962268829,1,Spanish,187,13.05,300
166,40.2,0.4,0.6,0.0166666666666667,0.583333333333333,0.186666666666667,0.01,0.203333333333333,0.50034087896347,1,Spanish,187,13.1,300
167,65.6,1.2,2,0.0266666666666667,0.45,0.143333333333333,0,0.38,0.819663465023041,1,Spanish,187,13.15,300
168,28.6,1,2.6,0.00333333333333333,0.646666666666667,0.173333333333333,0,0.176666666666667,0.837783753871918,1,Spanish,187,13.2,300
169,28.4,0.8,2.4,0.00333333333333333,0.646666666666667,0.106666666666667,0.04,0.203333333333333,0.670075476169586,1,Spanish,187,13.25,300
171,11,0.2,0.4,0,0.81,0.0733333333333333,0,0.116666666666667,0.824362516403198,1,Spanish,187,13.35,300
172,29.8,1.2,5,0.03,0.576666666666667,0.12,0.00333333333333333,0.27,0.798941075801849,1,Spanish,187,13.4,300
173,19,0.2,0.8,0.0333333333333333,0.706666666666667,0.12,0.00666666666666667,0.133333333333333,0.745649397373199,1,Spanish,187,13.45,300
174,25.4,1,1.2,0.01,0.646666666666667,0.06,0.1,0.183333333333333,0.732937097549438,1,Spanish,187,13.5,300
177,19.2,0.8,3.2,0,0.183333333333333,0.04,0.53,0.246666666666667,0.52129590511322,1,Spanish,187,14.05,300
178,14.4,0.6,0.8,0.0166666666666667,0.493333333333333,0.14,0.176666666666667,0.173333333333333,0.572029769420624,1,Spanish,187,14.1,300
179,16.6,2,9.2,0.02,0.31,0.14,0.17,0.36,0.835191249847412,1,Spanish,187,14.15,300
180,23.801652892562,2.97520661157025,6.94214876033058,0,0.305785123966942,0.0578512396694215,0.0330578512396694,0.603305785123967,0.88439929485321,1,Spanish,187,14.2,121
181,16.3636363636364,0.779220779220779,4.67532467532468,0,0.12987012987013,0.0454545454545454,0.649350649350649,0.175324675324675,0.624126374721527,1,Spanish,187,16.15,154
182,15.8,0.2,3.2,0,0.373333333333333,0.02,0.456666666666667,0.15,0.665396451950073,1,Spanish,187,16.2,300
183,34.4,0.8,2,0,0.143333333333333,0.00333333333333333,0.62,0.233333333333333,0.599466681480408,1,Spanish,187,16.25,300
184,41.1552346570397,1.08303249097473,1.73285198555957,0,0.259927797833935,0.0072202166064982,0.494584837545126,0.23826714801444,0.860724925994873,1,Spanish,187,16.3,277
185,78,2,3.33333333333333,0.0444444444444444,0.488888888888889,0.0555555555555556,0,0.411111111111111,0.811568319797516,1,Spanish,187,16.45,90
186,65,1.4,3.2,0.0166666666666667,0.523333333333333,0.0766666666666667,0.01,0.373333333333333,0.665566325187683,1,Spanish,187,16.5,300
187,30.3010033444816,3.01003344481605,7.02341137123746,0.00668896321070234,0.55518394648829394,0.163879598662207,0.00334448160535117,0.270903010033445,0.84847503900528,1,Spanish,187,16.55,299
192,4.2,0.2,1.2,0.0233333333333333,0.773333333333333,0.143333333333333,0,0.06,0.806222021579742,1,Spanish,188,9.45,300
195,35.2,3.8,9.2,0.183333333333333,0.333333333333333,0.23,0,0.253333333333333,0.889595508575439,1,Spanish,188,10,300
196,35,3,9.4,0.0833333333333333,0.05,0.296666666666667,0,0.57,0.634395480155945,1,Spanish,188,10.05,300
197,38.2,2.6,7.8,0.0233333333333333,0.2,0.0866666666666667,0,0.69,0.783361732959747,1,Spanish,188,10.1,300
198,50.4,3.2,6.2,0.0166666666666667,0.383333333333333,0.0866666666666667,0,0.513333333333333,0.848906934261322,1,Spanish,188,10.15,300
199,4.6,0,0.8,0.09,0.503333333333333,0.223333333333333,0.00666666666666667,0.176666666666667,0.530915260314941,1,Spanish,188,10.2,300
200,11,0.4,1.4,0.0266666666666667,0.666666666666667,0.153333333333333,0.0133333333333333,0.14,0.720200479030609,1,Spanish,188,10.25,300
202,7,0.8,3.6,0.123333333333333,0.303333333333333,0.393333333333333,0.00333333333333333,0.176666666666667,0.78064382076263406,1,Spanish,188,10.35,300
203,11.4,0.8,2.8,0.04,0.306666666666667,0.476666666666667,0,0.176666666666667,0.683328628540039,1,Spanish,188,10.4,300
204,2.2,0,1.4,0.346666666666667,0.34,0.17,0.00333333333333333,0.14,0.727211713790894,1,Spanish,188,10.45,300
205,5.2,0.4,4,0.08,0.306666666666667,0.21,0,0.403333333333333,0.617535173892975,1,Spanish,188,10.5,300
206,16.8,1,3,0.0566666666666667,0.413333333333333,0.266666666666667,0,0.263333333333333,0.729307234287262,1,Spanish,188,10.55,300
207,5.2,0.2,2.4,0.163333333333333,0.343333333333333,0.383333333333333,0.00333333333333333,0.106666666666667,0.597324132919312,1,Spanish,188,11,300
208,5.6,0.4,4,0.16,0.34,0.353333333333333,0,0.146666666666667,0.681671440601349,1,Spanish,188,11.05,300
211,9.2,0.4,2.8,0.01,0.463333333333333,0.376666666666667,0,0.15,0.796559512615204,1,Spanish,188,11.2,300
212,20.6,0.4,1.4,0.03,0.44,0.42,0,0.11,0.719604194164276,1,Spanish,188,11.25,300
215,80.8,3.8,9.2,0.0133333333333333,0.136666666666667,0.326666666666667,0,0.523333333333333,0.656053960323334,1,Spanish,188,11.4,300
216,59.8,3.6,9.6,0.0133333333333333,0.15,0.36,0.00666666666666667,0.47,0.673046112060547,1,Spanish,188,11.45,300
217,75.6,2.4,7.6,0.03,0.32,0.166666666666667,0,0.483333333333333,0.536601364612579,1,Spanish,188,11.5,300
218,10.8,0.6,4.4,0.0566666666666667,0.283333333333333,0.44,0.00333333333333333,0.216666666666667,0.574926495552063,1,Spanish,188,11.55,300
219,7.6,0.6,4.4,0.0933333333333333,0.333333333333333,0.266666666666667,0,0.306666666666667,0.617535173892975,1,Spanish,188,12,300
221,9.8,0.4,3.8,0.0266666666666667,0.253333333333333,0.536666666666667,0,0.183333333333333,0.634396016597748,1,Spanish,188,12.1,300
222,12.4,1.2,2.8,0.0433333333333333,0.08,0.72,0.0266666666666667,0.13,0.501316547393799,1,Spanish,188,12.15,300
223,8.8,0.4,3.8,0.0133333333333333,0.07,0.78,0,0.136666666666667,0.567172467708588,1,Spanish,188,12.2,300
230,17.2,0.6,2.2,0.0233333333333333,0.456666666666667,0.3,0,0.22,0.554386615753174,1,Spanish,188,12.55,300
231,59.4,2.6,4.6,0.0633333333333333,0.313333333333333,0.17,0.00333333333333333,0.45,0.764406681060791,1,Spanish,188,13,300
232,80.2,2.6,4.2,0.00666666666666667,0.25,0.153333333333333,0,0.59,0.702437579631805,1,Spanish,188,13.05,300
233,45.2,2,6.2,0.04,0.273333333333333,0.216666666666667,0,0.47,0.584133088588715,1,Spanish,188,13.1,300
234,87.4736842105263,1.57894736842105,2.21052631578947,0.0315789473684211,0.205263157894737,0.19473684210526301,0,0.568421052631579,0.503745496273041,1,Spanish,188,13.15,190
236,10.6,0.6,3.2,0.0166666666666667,0.353333333333333,0.31,0.173333333333333,0.146666666666667,0.691367864608765,1,Spanish,188,18.25,300
238,1,0.2,2,0.00666666666666667,0.0933333333333333,0.133333333333333,0.69,0.0766666666666667,0.604525089263916,1,Spanish,188,18.35,300
239,2.6,0.2,2,0.00666666666666667,0.08,0.27,0.56,0.0833333333333333,0.604398548603058,1,Spanish,188,18.4,300
241,4.2,0,1,0.01,0.133333333333333,0.366666666666667,0.433333333333333,0.0566666666666667,0.666098654270172,1,Spanish,188,18.5,300
242,21.4,1.2,5.2,0.0566666666666667,0.246666666666667,0.406666666666667,0.0633333333333333,0.226666666666667,0.503543019294739,1,Spanish,188,18.55,300
243,6.6,0.4,1,0.0366666666666667,0.226666666666667,0.643333333333333,0,0.0933333333333333,0.552446484565735,1,Spanish,188,19,300
244,20.2,1.2,2.8,0.0266666666666667,0.16,0.623333333333333,0.01,0.18,0.640571653842926,1,Spanish,188,19.05,300
245,20.6,1.4,3.6,0.0466666666666667,0.233333333333333,0.46,0.04,0.22,0.536900162696838,1,Spanish,188,19.1,300
256,2.8,0,1.2,0.00333333333333333,0.116666666666667,0.0466666666666667,0.76,0.0733333333333333,0.537002861499786,1,Spanish,188,20.05,300
259,3.8,0,0.2,0.0166666666666667,0.12,0.0466666666666667,0.673333333333333,0.143333333333333,0.515998840332031,1,Spanish,188,20.2,300
266,32.4,2,4.6,0.01,0.206666666666667,0.4,0.0133333333333333,0.37,0.520048439502716,1,Spanish,188,20.55,300
269,10.2,0.4,2.4,0.0266666666666667,0.02,0.79,0.00333333333333333,0.16,0.50395679473877,1,Spanish,188,21.1,300
271,75.2,4,7.8,0.01,0.376666666666667,0.15,0,0.463333333333333,0.916082501411438,1,Spanish,188,21.2,300
272,88.6,1.4,2.8,0.0366666666666667,0.29,0.16,0,0.513333333333333,0.710839152336121,1,Spanish,188,21.25,300
273,69,2.4,6.2,0.00666666666666667,0.276666666666667,0.25,0,0.466666666666667,0.589311420917511,1,Spanish,188,21.3,300
274,7.2,0,0.8,0.0266666666666667,0.51,0.243333333333333,0,0.22,0.555942952632904,1,Spanish,188,21.35,300
275,25,1,1.8,0.00666666666666667,0.693333333333333,0.11,0,0.19,0.795592784881592,1,Spanish,188,21.4,300
277,5.8,0,1.2,0.00666666666666667,0.433333333333333,0.476666666666667,0.00666666666666667,0.0766666666666667,0.583761990070343,1,Spanish,188,21.5,300
278,5.4,0,0.4,0.04,0.13,0.703333333333333,0.00666666666666667,0.12,0.530911803245544,1,Spanish,188,21.55,300
280,10.2,0,0.2,0,0.476666666666667,0.44,0,0.0833333333333333,0.572066485881805,1,Spanish,188,22.05,300
281,4.6,0,0,0.103333333333333,0.45,0.41,0,0.0366666666666667,0.623728394508362,1,Spanish,188,22.1,300
286,36.4,0,0,0.00666666666666667,0.606666666666667,0.176666666666667,0.00666666666666667,0.203333333333333,0.57835990190506,1,Spanish,188,22.35,300
288,17.8512396694215,0.495867768595041,0.743801652892562,0.132231404958678,0.619834710743802,0.107438016528926,0,0.140495867768595,0.856837689876556,1,Spanish,188,9.4,242
289,35,1.2,2.4,0.00666666666666667,0.62,0.07,0,0.303333333333333,0.797926068305969,1,Spanish,188,9.45,300
291,2.45614035087719,0,1.05263157894737,0.00584795321637427,0.678362573099415,0.0701754385964912,0.0175438596491228,0.228070175438596,0.562829732894897,1,Spanish,188,9.55,171
292,65.546218487395,2.52100840336134,3.02521008403361,0.00840336134453781,0.117647058823529,0.436974789915966,0,0.436974789915966,0.559627711772919,1,Spanish,189,13.2,119
303,7.6,0,0.2,0.216666666666667,0.213333333333333,0.456666666666667,0,0.113333333333333,0.521341502666473,1,Spanish,189,14.15,300
306,4.8,0.6,4,0.02,0.0833333333333333,0.666666666666667,0.00333333333333333,0.226666666666667,0.597970008850098,1,Spanish,189,14.3,300
307,3,0.2,3.4,0.02,0.15,0.696666666666667,0,0.133333333333333,0.602096915245056,1,Spanish,189,14.35,300
308,0.8,0.2,2.6,0.01,0.123333333333333,0.51,0.00333333333333333,0.353333333333333,0.557245194911957,1,Spanish,189,14.4,300
309,9.4,1,3.6,0.00666666666666667,0.373333333333333,0.373333333333333,0.00333333333333333,0.243333333333333,0.596777677536011,1,Spanish,189,14.45,300
315,0.8,0.4,4.2,0.0233333333333333,0.0933333333333333,0.383333333333333,0.00333333333333333,0.496666666666667,0.500761866569519,1,Spanish,189,15.15,300
317,7.6,0.4,2,0.07,0.143333333333333,0.346666666666667,0.00333333333333333,0.436666666666667,0.595987677574158,1,Spanish,189,15.25,300
319,0.4,0.2,7.4,0.133333333333333,0.0833333333333333,0.393333333333333,0,0.39,0.543242871761322,1,Spanish,189,15.35,300
320,1.6,0.2,5.8,0.1,0.0366666666666667,0.343333333333333,0,0.52,0.558958828449249,1,Spanish,189,15.4,300
337,20,2.2,6.6,0.0333333333333333,0.17,0.333333333333333,0.00666666666666667,0.456666666666667,0.520048439502716,1,Spanish,189,17.05,300
339,8.8,0.4,3,0.02,0.56,0.26,0.01,0.15,0.734261453151703,1,Spanish,189,17.15,300
342,4.8,0,0.4,0,0.893333333333333,0.06,0,0.0466666666666667,0.78943133354187,1,Spanish,189,19.4,300
348,19,2,8,0,0.36,0.2,0.00666666666666667,0.433333333333333,0.637132227420807,1,Spanish,189,20.1,300
362,5.4,0.4,3.6,0,0.386666666666667,0.473333333333333,0.00666666666666667,0.133333333333333,0.752553999423981,1,Spanish,189,21.2,300
363,2.8,0,1.4,0.00666666666666667,0.39,0.463333333333333,0.00666666666666667,0.133333333333333,0.583761990070343,1,Spanish,189,21.25,300
365,16.2,0.4,0.6,0.01,0.473333333333333,0.4,0,0.116666666666667,0.661362409591675,1,Spanish,189,21.35,300
366,61.6,3.4,7,0.0566666666666667,0.303333333333333,0.28,0,0.36,0.795294404029846,1,Spanish,189,21.4,300
367,2.8,0.2,0.4,0,0.746666666666667,0.18,0,0.0733333333333333,0.832387328147888,1,Spanish,189,21.45,300
368,8.6,0,1,0.01,0.803333333333333,0.11,0,0.0766666666666667,0.760521054267883,1,Spanish,189,22.45,300
369,2.8,0.4,2.2,0.0166666666666667,0.863333333333333,0.0633333333333333,0.0133333333333333,0.0433333333333333,0.716414511203766,1,Spanish,189,22.5,300
370,8,0.4,3.4,0,0.9,0.0133333333333333,0,0.0866666666666667,0.877330958843231,1,Spanish,189,22.55,300
373,13.4,1.4,5.6,0.03,0.283333333333333,0.273333333333333,0,0.413333333333333,0.751291871070862,1,Spanish,189,8.55,300
